Talkers,Noise,F1,F2,F3
AS4,NC,428.78,1694.27,2703.0738095238094
AS4,NC,510.24,1704.15,2874.0075362318844
AS4,NC,493.63,1618.1,2747.935111821086
AS4,NC,414.43,1342.79,2634.9526490066223
AS4,NC,470.2,1485.13,2521.4014905149047
AS4,NC,492.71,1401.23,2637.1560483870967
AS4,NC,541.82,1571.99,2575.944936708861
AS4,NC,506.15,1464.65,2417.989187279152
AS4,NC,548.1,1727.71,2650.1231521739132
AS4,NC,474.78,1558.18,2547.131421686747
AS4,NC,416.83,2004.42,2990.292857142857
AS4,NC,536.91,1531.23,2475.625948275862
AS4,NC,522.52,1452.51,2399.0162195121948
AS4,NC,547.23,1665.34,2584.6450000000004
AS4,NC,448.7,1546.07,2581.139466666667
AS4,NC,505.64,1572.7,2491.6665128205127
AS5,NC,447.77,1360.62,2534.4972289156626
AS5,NC,345.97,1052.72,2399.2162857142853
AS5,NC,163.61,1479.84,2694.40275
AS5,NC,460.59,1493.88,2574.5590666666667
AS5,NC,331.29,1206.79,2612.715
AS5,NC,589.81,1547.73,2643.503456790124
AS5,NC,406.58,1403.57,2563.079
AS5,NC,330.03,1685.31,2535.9502469135805
AS5,NC,395.43,1242.03,2625.1360162601627
AS5,NC,409.5,1429.02,2353.99326923077
AS5,NC,429.54,1558.65,2653.6410909090905
AS5,NC,939.71,2041.87,3076.884285714286
AS5,NC,490.51,1469.5,2769.9772666666663
AS5,NC,420.39,1503.15,2599.208225108225
AS5,NC,406.15,1631.18,2593.255483870968
AS5,NC,484.95,1504.78,2708.0123140495866
AS5,NC,347.78,1452.34,2573.788693467337
AS5,NC,390.32,1432.91,2643.201282051282
AS5,NC,371.88,1640.62,2615.015671641791
AS5,NC,441.84,1546.88,2575.3796470588236
AS5,NC,456.62,1438.47,2518.340970149254
AS5,NC,475.02,1561.67,2596.984259259259
AS5,NC,384.75,1427.46,2549.7267507886436
AS5,NC,413.03,1212.22,2646.3108176100627
AS5,NC,401.4,1286.61,2579.9835761589407
AS5,NC,408.14,1616.22,2760.938316831684
AS5,NC,541.62,1634.86,2633.4830000000006
AS5,NC,371.18,1250.73,2586.831387755102
AS5,NC,348.06,1357.87,2444.0845864661655
AS5,NC,437.06,1407.29,2573.7490666666667
AS5,NC,404.91,1403.58,2514.9869166666667
AS5,NC,468.07,1805.6,2652.1371874999995
AS5,NC,394.83,1285.32,2663.2877419354836
AS5,NC,387.37,1392.07,2595.6733112582788
AS5,NC,410.38,1416.01,2764.999047619048
AS5,NC,370.01,1280.49,2534.1626086956526
AS5,NC,322.86,1132.76,2416.6205194805193
AS5,NC,503.88,1378.42,2495.3400854700863
AS5,NC,362.2,1494.2,2543.874047619048
AS5,NC,408.01,1342.41,2427.33995
AS5,NC,383.22,1339.12,2518.746860986547
AS5,NC,412.32,1451.74,2615.1022727272725
AS5,NC,362.79,1496.47,2624.5353999999998
AS5,NC,384.86,1579.27,2616.4618499999997
AS5,NC,497.63,1352.41,2538.1101785714286
AS5,NC,446.64,1443.41,2564.2792307692307
AS5,NC,440.06,1221.4,2609.9255244755245
AS5,NC,440.84,1400.62,2572.8209615384617
AS5,NC,393.92,1347.17,2487.368672566372
AS5,NC,582.84,1381.98,2614.7539682539677
AS5,NC,430.97,1405.89,2463.983640776699
AS5,NC,330.67,1297.91,2387.9773417721512
AS5,NC,447.38,1343.56,2569.7003999999997
AS5,NC,409.92,1383.77,2545.1858870967735
AS5,NC,479.88,1246.41,2491.6352348993287
AS5,NC,276.66,1252.8,2289.658117647059
AS5,NC,411.1,1194.71,2446.7148872180446
AS5,NC,360.35,1403.12,2576.9586934673366
AS5,NC,469.13,1361.6,2468.5935195530724
AS5,NC,548.92,1337.92,2512.9629577464784
AS5,NC,382.08,1321.98,2514.3763636363633
AS5,NC,412.72,1412.97,2472.1304385964913
AS5,NC,387.37,1449.71,2542.440220994475
AS5,NC,388.09,1376.42,2487.5327672955978
AS5,NC,364.49,1599.82,2624.015588235294
AS5,NC,435.14,1465.36,2531.721891891892
AS5,NC,368.78,1340.96,2492.417864768683
AS5,NC,417.78,1343.74,2545.8790043290046
AS5,NC,426.22,1342.28,2636.884915254238
AS5,NC,399.3,1268.58,2590.2780263157897
AS5,NC,451.26,1142.74,2504.1945454545453
AS5,NC,407.42,1653.49,2570.5909322033904
AS5,NC,440.51,1173.72,2486.822183908046
AS5,NC,377.82,1483.02,2544.191701030928
AS5,NC,386.73,1507.59,2482.8176271186444
AS5,NC,449.13,1314.49,2644.0513829787233
AS5,NC,475.42,1432.79,2640.4363742690057
AS5,NC,413.57,1390.5,2542.5095238095237
AS5,NC,393.39,1562.3,2473.3100806451607
AS5,NC,433.37,1504.84,2648.847647058824
AS5,NC,305.76,1338.57,2653.330769230769
AS5,NC,435.68,1174.12,2659.8223913043475
AS5,NC,400.2,1688.11,2546.6723529411765
AS5,NC,405.71,1344.95,2569.7101826484018
AS5,NC,345.45,1342.79,2466.118210116731
AS5,NC,372.32,1545.66,2552.777819148936
AS5,NC,349.43,1425.76,2625.698874172185
AS5,NC,425.28,1487.48,2586.1614285714286
AS5,NC,491.1,1442.98,2560.1690502793294
AS5,NC,492.82,1562.76,2668.7035606060604
AS5,NC,358.4,1449.14,2586.34712195122
AS5,NC,403.29,1434.31,2516.2977300613497
AS5,NC,341.93,1596.37,2605.884157303371
AS5,NC,453.83,1407.73,2681.6804375
AS5,NC,406.7,1465.41,2576.240144927536
AS5,NC,369.36,1376.73,2479.2440441176473
AS5,NC,431.6,1346.88,2551.7624528301885
AS5,NC,356.66,1230.2,2554.4315196078433
AS5,NC,421.83,1415.49,2591.5973372781064
AS5,NC,374.43,1397.4,2621.9389130434784
AS5,NC,477.95,1328.06,2626.120121951219
AS5,NC,381.43,1607.08,2550.1509523809527
AS5,NC,329.42,1526.3,2536.369910714286
AS5,NC,418.16,1505.5,2670.802222222222
AS5,NC,395.25,1219.85,2573.915187969925
AS5,NC,356.57,1458.77,2548.374407894737
AS5,NC,398.85,1484.87,2503.036287128713
AS5,NC,369.17,1602.49,2544.2875757575757
AS5,NC,351.71,1397.2,2581.5895161290323
AS5,NC,413.75,1425.2,2501.9645312499997
AS5,NC,372.42,1169.81,2445.5922680412373
AS5,NC,464.14,1363.01,2482.7208088235298
AS5,NC,216.71,1477.51,2762.9074074074074
AS5,NC,420.18,1435.07,2777.8164331210196
AS5,NC,345.33,1471.75,2558.2393506493504
AS5,NC,440.27,1345.7,2559.8885620915034
AS6,NC,370.77,1402.46,2689.5063157894733
AS6,NC,442.11,1840.97,2930.983333333334
AS6,NC,489.52,1341.4,2654.3018000000006
AS6,NC,461.63,1437.28,2627.7721666666666
AS6,NC,475.12,1501.1,2755.800763358779
AS6,NC,451.98,1523.58,2684.5388461538464
AS6,NC,499.79,1741.17,2747.9211864406775
AS6,NC,459.05,1527.28,2683.1381848184824
AS6,NC,383.8,1679.35,2673.5164204545454
AS6,NC,400.81,1488.17,2917.088529411765
AS6,NC,528.14,1738.94,2740.0629577464783
AS6,NC,523.69,1490.93,2637.208306010929
AS6,NC,548.51,1308.9,2728.464113207547
AS6,NC,504.27,1330.98,2569.5907407407412
AS6,NC,470.97,1941.4,2610.598513513514
AS6,NC,495.18,1494.64,2729.917592592593
AS6,NC,440.54,1648.66,2752.2689915966394
AS6,NC,490.12,1688.9,2725.9256375838927
AS6,NC,475.98,1488.18,2812.988032786885
AS6,NC,491.18,1697.58,2697.913711340206
AS6,NC,454.87,1558.73,2715.22215
AS6,NC,535.94,1725.85,2605.7458870967744
AS6,NC,498.56,1616.9,2679.9444573643414
AS6,NC,599.46,1821.75,2790.562333333333
AS6,NC,447.28,1516.42,2683.073333333334
AS6,NC,536.38,1606.56,2676.6213999999995
AS6,NC,459.22,1597.93,2795.342658227848
AS6,NC,469.5,1551.41,2537.2076666666667
AS6,NC,569.85,1591.88,2612.9110169491523
AS6,NC,524.6,1531.03,2729.046518518519
AS6,NC,542.15,1578.84,2695.2284821428575
AS6,NC,467.62,1570.39,2777.883186813187
AS6,NC,506.56,1616.43,2904.6217241379313
AS6,NC,437.1,1604.15,2671.9971428571425
AS6,NC,503.36,1565.45,2810.958924731183
AS6,NC,510.0,1563.5,2807.883703703704
AS6,NC,498.69,1616.38,2608.016031746032
AS6,NC,468.25,1573.7,2887.2371568627445
AS6,NC,500.62,1968.55,2935.2204123711335
AS6,NC,483.17,1687.55,2717.9891538461534
AS6,NC,514.21,1734.86,2733.3824
AS6,NC,429.05,1756.57,2675.528780487805
AS6,NC,440.7,1630.52,2697.65546875
AS6,NC,535.25,1622.7,2741.525135135135
AS6,NC,482.33,1334.0,2696.346818181818
AS6,NC,486.07,1525.45,2604.1865909090907
AS6,NC,547.45,1514.9,2725.63705882353
AS6,NC,456.61,1391.03,2780.262873563219
AS6,NC,527.82,1674.99,2791.7860326086957
AS6,NC,476.48,1680.53,2557.9650925925926
AS6,NC,457.71,1523.56,2693.7168749999996
AS6,NC,450.32,1540.92,2449.206320754717
AS6,NC,444.42,1470.41,2757.985319148936
AS6,NC,414.24,1501.33,2680.2307999999994
AS6,NC,496.7,1626.43,2586.660353982301
AS6,NC,436.04,1323.62,2589.1623469387755
AS6,NC,482.04,1439.82,2701.6039743589745
AS6,NC,456.77,1642.06,2745.992291666667
AS6,NC,461.25,1613.55,2588.0717171717174
AS6,NC,464.2,1420.87,2492.305111111111
AS6,NC,474.58,1563.07,2661.7029032258065
AS6,NC,446.12,1478.16,2622.2143617021275
AS6,NC,452.12,1617.55,2640.0438
AS6,NC,459.53,1443.55,2582.9242446043168
AS6,NC,520.53,1558.14,2696.0818918918917
AS6,NC,488.19,1495.0,2755.151219512195
AS6,NC,519.95,1466.65,2640.902907801418
AS6,NC,452.68,1525.62,2769.033176470589
AS6,NC,470.77,1457.52,2612.9558723404257
AS6,NC,432.35,1477.33,2719.5971186440675
AS6,NC,449.08,1532.96,2672.568068181818
AS6,NC,520.29,1255.12,2807.1652083333333
AS6,NC,436.62,1612.6,2734.9785714285717
AS6,NC,459.49,1306.38,2533.1044871794875
AS6,NC,447.72,1448.29,2625.286951219512
AS6,NC,502.68,1443.38,2622.2615384615383
AS6,NC,516.66,1687.66,2780.93691588785
AS6,NC,434.17,1533.32,2789.5444660194175
AS6,NC,490.15,1518.31,2650.326338028169
AS6,NC,487.61,1478.13,2539.2585119047617
AS6,NC,463.6,1236.08,2537.1647222222227
AS6,NC,451.21,1609.13,2745.5208695652177
AS6,NC,492.53,1635.46,2773.7067605633806
AS6,NC,566.63,1589.77,2641.157981651376
AS6,NC,506.39,1346.81,2498.2102205882356
AS6,NC,326.12,1595.08,2729.90512345679
AS6,NC,525.82,1593.88,2654.4237500000004
AS6,NC,475.46,1548.52,2699.9847027027026
AS6,NC,465.98,1746.36,2733.822558139535
AS6,NC,467.7,1619.32,2765.4377064220184
AS6,NC,450.43,1697.03,2688.364285714286
AS6,NC,485.15,1506.58,2649.5531095406363
AS6,NC,413.33,1668.59,2721.253368421053
AS6,NC,500.13,1670.0,2747.2913103448277
AS6,NC,545.36,1685.6,2817.470494505494
AS6,NC,485.1,1703.02,2753.230434782609
AS6,NC,434.04,1595.06,2716.973698630137
AS6,NC,502.38,1487.18,2668.1615162454873
AS6,NC,495.15,1759.66,2742.1747272727275
AS6,NC,468.94,1513.41,2686.2293382352937
AS6,NC,442.36,1810.84,2739.3162711864406
AS6,NC,452.21,1613.39,2747.2762719298244
AS6,NC,523.25,1421.23,2709.0172959183674
AS6,NC,374.19,1593.6,2422.223373493976
AS6,NC,429.33,1821.71,2881.4943298969074
AS6,NC,427.7,1773.52,2830.1405220883535
AS6,NC,491.36,1622.48,2727.2564122137405
AS6,NC,436.09,1680.57,2800.279891304348
AS6,NC,470.03,1372.91,2614.100882352941
AS6,NC,358.1,1864.8,2806.9925000000003
AS6,NC,502.17,1593.43,2703.9263999999994
AS6,NC,508.02,1650.45,2570.4439215686275
AS6,NC,507.32,1463.24,2647.0085119047617
AS6,NC,470.16,1399.31,2695.8314285714287
AS6,NC,464.29,1554.27,2639.492171052631
AS6,NC,492.19,1616.36,2742.7690909090916
AS6,NC,380.6,1544.8,2655.3995370370367
AS6,NC,525.52,1701.43,2657.737873303168
AS6,NC,454.86,1862.69,2703.9898630136986
AS6,NC,453.99,1668.06,2667.8263157894735
AS6,NC,532.22,1567.85,2695.8685314685313
AS6,NC,447.28,1304.68,2795.430465116279
AS6,NC,341.54,1998.33,2829.055333333333
AS6,NC,432.27,1434.98,2753.4322556390975
AS6,NC,514.2,1437.23,2702.366129032258
AS6,NC,546.1,1648.69,2718.9801492537313
AS6,NC,533.08,1583.5,2685.4113636363636
AS6,NC,494.39,1652.57,2810.280725806452
AS6,NC,468.32,1590.07,2706.2194444444444
AS1,SSN,598.39,1503.11,2737.98701754386
AS1,SSN,538.64,1371.59,2735.0545762711863
AS1,SSN,567.86,1572.06,2791.3239256198344
AS1,SSN,449.08,1450.17,2701.7540926640927
AS1,SSN,468.02,1539.19,2791.16754601227
AS1,SSN,494.97,1873.85,2781.4745945945947
AS1,SSN,639.76,1607.51,2891.9366666666665
AS1,SSN,475.29,1654.71,2869.6935542168676
AS1,SSN,530.7,1489.96,2712.7897478991595
AS1,SSN,492.69,1914.81,2800.8910869565216
AS1,SSN,531.34,1584.23,2845.7276630434785
AS1,SSN,562.41,1562.55,2746.2629213483146
AS1,SSN,393.13,2185.94,3020.003
AS1,SSN,513.48,1464.27,2924.593705882353
AS1,SSN,569.99,1329.86,2957.637397260274
AS1,SSN,520.82,1657.25,2602.3595238095227
AS1,SSN,579.12,1449.32,2832.3505050505046
AS1,SSN,375.99,1584.26,2650.523979591837
AS1,SSN,519.03,1608.07,2771.5073880597015
AS1,SSN,609.86,1552.04,2773.219534883721
AS1,SSN,465.65,1543.85,2797.615625
AS1,SSN,472.08,1707.38,2657.8623404255322
AS1,SSN,509.58,1680.49,2795.967205882353
AS1,SSN,487.81,1576.32,2685.542704918033
AS1,SSN,481.76,1648.76,2721.649411764706
AS1,SSN,592.96,1545.98,2632.176612903226
AS1,SSN,556.1,1497.02,2740.1775199999993
AS1,SSN,538.12,1652.6,2874.1531666666665
AS1,SSN,538.62,1514.48,2756.8036416184973
AS1,SSN,613.36,1638.56,2719.6434736842107
AS1,SSN,576.33,1591.79,2778.267142857143
AS1,SSN,479.99,1579.53,2721.663859649123
AS1,SSN,631.56,1456.91,2950.6480952380953
AS1,SSN,525.13,1616.73,2855.750476190476
AS1,SSN,588.27,1615.54,2858.8671538461535
AS1,SSN,509.91,1619.44,2675.723594771242
AS1,SSN,585.44,1416.42,2895.096046511628
AS1,SSN,512.48,1675.13,2798.761344537815
AS1,SSN,421.8,1777.44,2739.666712328767
AS1,SSN,536.9,1479.46,2688.4042452830186
AS1,SSN,587.04,1466.77,2802.9196218487396
AS1,SSN,521.87,1381.81,2769.1725609756095
AS1,SSN,467.42,1716.48,2866.77868852459
AS1,SSN,555.1,1587.33,2851.188670886076
AS1,SSN,556.02,1637.31,2712.155909090909
AS1,SSN,567.06,1760.71,2904.0476023391816
AS1,SSN,496.04,1993.36,2917.6369444444445
AS1,SSN,423.36,1350.2,2811.976385542169
AS1,SSN,615.88,1394.0,2788.122285714285
AS1,SSN,476.94,1970.19,2782.3270909090907
AS1,SSN,514.31,1636.89,2684.266153846154
AS1,SSN,564.64,1340.91,2699.181666666667
AS1,SSN,532.68,1675.79,2764.8550961538463
AS1,SSN,483.51,1632.71,2791.5748091603054
AS1,SSN,507.13,1399.08,2746.23768
AS1,SSN,467.83,1390.21,2858.297090909092
AS1,SSN,568.01,1633.73,2757.2934272300467
AS1,SSN,513.86,1512.06,2786.2338016528925
AS1,SSN,523.96,1753.66,2694.9127461139897
AS1,SSN,481.45,1559.58,2880.1468421052627
AS1,SSN,480.05,1350.86,2534.9191666666666
AS1,SSN,583.26,1438.95,2628.772361111111
AS1,SSN,567.68,1441.42,2737.8010526315784
AS1,SSN,578.82,1796.57,2829.5730952380954
AS1,SSN,551.49,1744.18,2849.933673469388
AS1,SSN,561.46,1613.12,2849.9542207792206
AS1,SSN,481.77,1893.24,2741.4494444444445
AS1,SSN,515.56,1820.25,2902.659710144928
AS1,SSN,523.83,1666.75,2698.3710958904107
AS1,SSN,532.62,1701.54,2847.925934065934
AS1,SSN,463.13,1566.42,2919.431710526316
AS1,SSN,531.54,1584.99,2821.8681714285713
AS1,SSN,566.83,1649.37,2793.5812149532703
AS1,SSN,541.15,1500.35,2820.4725670498087
AS1,SSN,490.34,1704.28,2911.790772532189
AS1,SSN,554.59,1397.73,2742.5485714285714
AS1,SSN,480.82,1726.01,2926.1885416666664
AS1,SSN,492.52,1654.1,2856.995324675325
AS1,SSN,570.22,1672.94,2758.0022651933705
AS1,SSN,561.7,1461.21,2880.830945273632
AS1,SSN,453.34,1286.53,2692.4300000000007
AS1,SSN,497.53,1736.82,2845.564202898551
AS1,SSN,615.88,1622.46,2737.86
AS1,SSN,513.34,1649.73,2854.0263926940643
AS1,SSN,622.88,1674.46,2884.958681318682
AS1,SSN,513.65,1758.96,2874.113986928105
AS1,SSN,566.82,1671.34,2972.7028571428573
AS1,SSN,609.32,1400.09,2852.079103448276
AS1,SSN,598.17,1629.99,2919.804090909091
AS1,SSN,541.23,1574.06,2799.551023255815
AS1,SSN,623.2,1588.45,2844.7897391304336
AS1,SSN,461.2,1732.33,2842.4612403100773
AS1,SSN,532.43,1778.59,3046.3019277108433
AS1,SSN,410.66,1986.9,2869.0109859154927
AS1,SSN,463.46,1534.84,2827.8045098039206
AS1,SSN,501.16,1734.36,2703.1865116279073
AS1,SSN,504.81,1555.1,2839.5935202492215
AS1,SSN,474.31,1525.24,2789.8203999999996
AS1,SSN,494.15,1559.74,2755.3172916666667
AS1,SSN,646.01,1430.81,2754.8141818181816
AS1,SSN,466.99,1840.52,2791.705466666667
AS1,SSN,672.15,1378.01,2347.0502409638557
AS1,SSN,417.51,1998.13,2957.7431818181813
AS1,SSN,389.92,1906.15,2546.630285714286
AS1,SSN,571.92,1541.65,2787.5598461538466
AS1,SSN,584.63,1447.06,2748.009417475728
AS1,SSN,506.42,1455.46,2715.991578947368
AS1,SSN,609.86,1452.4,2740.9596923076924
AS1,SSN,483.09,1808.97,2855.2939102564105
AS1,SSN,510.32,1459.14,2795.585683760684
AS1,SSN,474.34,1446.94,2728.1312121212127
AS1,SSN,533.67,1410.29,2827.18216080402
AS1,SSN,601.48,1604.43,2809.3254347826087
AS1,SSN,495.82,1609.13,2722.3494857142855
AS1,SSN,511.6,1371.53,2809.57844
AS1,SSN,514.03,1618.58,2913.507747747748
AS1,SSN,505.01,1689.79,2787.743515981735
AS1,SSN,583.98,1593.48,2642.9500000000003
AS1,SSN,464.83,1557.03,2849.916785714286
AS1,SSN,474.77,1278.15,2626.2150746268653
AS1,SSN,622.46,1260.38,3003.5026229508203
AS1,SSN,472.85,1590.78,2800.145363636364
AS1,SSN,544.78,1712.29,2906.217524271845
AS1,SSN,577.5,1425.49,2660.093191489362
AS1,SSN,500.37,1642.64,2737.6040000000003
AS1,SSN,519.28,1544.52,2782.118383458647
AS1,SSN,558.73,1307.24,2801.8281132075476
AS1,SSN,483.15,1550.38,2571.882692307692
AS1,SSN,582.43,1498.01,2851.991395348837
AS1,SSN,487.6,1629.79,2766.2267816091958
AS1,SSN,513.93,1499.03,2873.7894117647065
AS1,SSN,518.9,1714.87,2838.046451612904
AS1,SSN,644.46,1400.58,2688.354571428571
AS1,SSN,569.07,1611.83,2788.904739884393
AS1,SSN,409.27,1559.19,2640.5304672897196
AS1,SSN,583.51,1360.81,2602.5307142857146
AS1,SSN,452.38,1711.52,2898.1592682926826
AS1,SSN,615.45,1403.38,2721.265906040268
AS1,SSN,590.07,1588.89,2717.7297278911565
AS1,SSN,520.34,1709.71,2808.0907228915667
AS1,SSN,571.05,1662.43,2832.2545
AS1,SSN,501.11,1724.11,2835.8963793103453
AS1,SSN,589.69,1354.25,2794.0532786885246
AS1,SSN,547.04,1702.79,2654.1742857142854
AS1,SSN,528.99,1685.31,2753.7664150943397
AS1,SSN,538.2,1610.15,2728.2717361111113
AS1,SSN,538.44,1464.41,2848.8863559322026
AS1,SSN,417.74,1987.43,3015.941447368421
AS1,SSN,468.59,1588.85,2838.699823529412
AS1,SSN,493.67,1341.96,2641.486346153846
AS1,SSN,448.25,1264.24,2689.721020408163
AS1,SSN,468.88,1452.42,2682.5826712328767
AS1,SSN,431.42,1489.11,2726.4831891891895
AS1,SSN,412.97,1982.84,2900.7805000000003
AS1,SSN,422.6,1458.72,2769.475142857143
AS1,SSN,536.6,1339.29,2803.1603030303027
AS1,SSN,510.62,1863.28,2857.9151818181813
AS1,SSN,372.58,1817.37,2661.622413793103
AS1,SSN,542.47,1459.71,2830.7749693251535
AS2,SSN,450.97,1474.22,2625.654788732394
AS2,SSN,458.62,1532.49,2370.9985365853654
AS2,SSN,398.68,1589.99,2469.5591549295777
AS2,SSN,411.53,1517.46,2515.534792626728
AS2,SSN,564.95,1242.3,2354.8981249999997
AS2,SSN,388.83,2037.52,2959.0183333333334
AS2,SSN,444.95,970.4,2570.058021978022
AS2,SSN,482.4,1007.98,2466.4274436090222
AS2,SSN,421.44,1798.89,2605.8290857142856
AS2,SSN,546.85,1860.3,2795.485172413793
AS2,SSN,466.91,1273.38,2612.6835757575755
AS2,SSN,503.15,1458.71,2618.5403488372094
AS2,SSN,503.36,1314.7,2541.8518279569894
AS2,SSN,477.74,1184.29,2559.046682464455
AS2,SSN,469.04,1207.09,2568.4962499999997
AS2,SSN,396.84,1551.84,2441.8929655172415
AS2,SSN,481.14,1396.11,2603.8684965034968
AS2,SSN,367.27,1704.6,2621.4201492537313
AS2,SSN,512.08,1522.87,2626.4435135135136
AS2,SSN,480.97,1262.1,2596.6860500000003
AS2,SSN,456.9,1348.67,2568.5598285714286
AS2,SSN,498.84,1082.81,2584.8359602649007
AS2,SSN,461.21,1566.73,2476.7022962962965
AS2,SSN,492.73,1375.96,2613.391352785146
AS2,SSN,528.58,1367.32,2576.875882352941
AS2,SSN,422.14,1605.55,2740.1466233766237
AS2,SSN,523.24,1406.1,2535.2249333333334
AS2,SSN,484.29,1168.41,2668.4126282051284
AS2,SSN,472.22,1432.94,2484.8619753086423
AS2,SSN,471.57,1513.17,2476.5758823529413
AS2,SSN,433.91,1473.97,2705.880181818182
AS2,SSN,399.28,1509.87,2516.6633243967826
AS2,SSN,420.98,1366.66,2641.054133333333
AS2,SSN,474.02,1440.66,2545.6667487684726
AS2,SSN,446.71,1624.37,2471.3795789473684
AS2,SSN,397.24,1580.09,2470.1663223140495
AS2,SSN,428.09,1295.24,2470.2206756756755
AS2,SSN,449.01,1300.84,2527.776541666667
AS2,SSN,491.64,1244.3,2653.1447872340423
AS2,SSN,473.9,1547.82,2610.2903680981594
AS2,SSN,652.88,1481.16,2437.314358974359
AS2,SSN,377.71,1514.55,2612.1432402234636
AS2,SSN,403.65,1501.21,2578.9703797468355
AS2,SSN,375.93,1819.35,2654.9926612903228
AS2,SSN,431.83,1340.36,2487.407230215827
AS2,SSN,465.87,1410.4,2605.9259217877093
AS2,SSN,375.6,1591.95,2605.124691358025
AS2,SSN,508.63,1565.96,2474.58358974359
AS2,SSN,521.86,1316.73,2518.8359999999993
AS2,SSN,469.72,1441.68,2544.0668768768774
AS2,SSN,411.63,1413.75,2475.9370879120884
AS2,SSN,448.56,1517.58,2542.114404145078
AS2,SSN,605.92,921.46,2671.4094029850744
AS2,SSN,590.81,987.76,2576.116923076923
AS2,SSN,454.45,1639.9,2563.3724637681166
AS2,SSN,451.02,1743.4,2632.1658333333335
AS2,SSN,461.88,1465.64,2566.179447852761
AS2,SSN,518.62,1050.25,2571.6637777777783
AS2,SSN,497.4,1314.28,2548.1809219858155
AS2,SSN,492.37,1403.76,2455.8558974358975
AS2,SSN,385.43,1754.41,2392.583720930232
AS2,SSN,497.01,1432.57,2447.3035135135137
AS2,SSN,537.13,1303.0,2610.0942105263157
AS2,SSN,433.38,1435.91,2594.6040837696337
AS2,SSN,485.84,1352.14,2573.834318181818
AS2,SSN,421.48,1660.25,2631.4811363636363
AS2,SSN,418.82,1623.48,2561.3992105263155
AS2,SSN,417.21,1617.71,2527.986775510204
AS2,SSN,465.25,1476.15,2608.7708620689655
AS2,SSN,423.0,1225.41,2501.943084577115
AS2,SSN,516.43,1406.97,2593.492700729927
AS2,SSN,441.61,1222.61,2636.6675000000005
AS2,SSN,463.46,1359.33,2503.473655462185
AS2,SSN,500.35,1286.18,2654.3526262626265
AS2,SSN,458.19,1481.95,2545.392604501608
AS2,SSN,456.82,1647.89,2606.6908181818185
AS2,SSN,449.19,1390.66,2535.0022289156627
AS2,SSN,434.68,1586.07,2579.1251324503314
AS2,SSN,473.9,1304.01,2616.2484386617098
AS2,SSN,455.02,1303.97,2644.286497005988
AS2,SSN,480.99,1403.69,2788.220197368421
AS2,SSN,535.51,1254.69,2559.2220634920636
AS2,SSN,438.11,1210.94,2571.258181818182
AS2,SSN,568.83,1355.52,2621.9853125
AS2,SSN,503.79,1588.79,2712.131843003413
AS2,SSN,462.36,1500.37,2628.398196721312
AS2,SSN,488.94,1524.59,2610.199924528302
AS2,SSN,435.76,1518.22,2620.4670689655172
AS2,SSN,454.52,1420.13,2529.577647058823
AS2,SSN,486.54,1477.5,2559.3958189655173
AS2,SSN,472.19,1585.48,2664.926948051948
AS2,SSN,459.78,1338.36,2566.151660516605
AS2,SSN,472.3,1903.33,2684.266901408451
AS2,SSN,507.87,1155.25,2462.4665306122447
AS2,SSN,481.91,1509.93,2651.5881159420287
AS2,SSN,447.51,1559.84,2489.0393434343437
AS2,SSN,492.57,1516.45,2564.882417582418
AS3,SSN,608.78,1589.36,2689.3689999999997
AS3,SSN,492.33,1732.84,2724.505319148936
AS3,SSN,508.75,1596.31,2727.871215277778
AS3,SSN,501.55,1896.87,2842.215714285714
AS3,SSN,519.22,1526.83,2732.0720903954802
AS3,SSN,526.98,1778.12,2868.3698360655735
AS3,SSN,471.56,1381.02,2669.3185022026432
AS3,SSN,496.15,1690.63,2706.564636363637
AS3,SSN,397.11,1430.54,2513.065142857143
AS3,SSN,620.64,1564.42,2619.9680000000003
AS3,SSN,680.8,1603.64,2753.537692307693
AS3,SSN,540.6,1532.16,2694.9451914893616
AS3,SSN,498.89,1611.3,2684.556666666667
AS3,SSN,500.67,1376.19,2702.565190615836
AS3,SSN,619.7,1509.37,2762.1868
AS3,SSN,566.56,1756.18,2698.5092857142854
AS3,SSN,630.92,1322.9,2480.8153125
AS3,SSN,487.29,1749.26,2728.2164919354836
AS3,SSN,589.62,1533.42,2647.080261437908
AS3,SSN,584.5,1696.69,2563.0634285714286
AS3,SSN,490.72,1645.71,2727.457823834197
AS3,SSN,492.75,1703.05,2749.0462222222222
AS3,SSN,553.66,1765.23,2823.8321153846155
AS3,SSN,498.09,1742.44,2646.435748987854
AS3,SSN,535.72,1508.97,2607.3694584837544
AS3,SSN,542.73,1503.91,2670.2479464285716
AS3,SSN,513.87,1490.38,2643.7206334841626
AS3,SSN,429.11,1899.45,2849.1596874999996
AS3,SSN,586.51,1505.46,2691.5458263305327
AS3,SSN,623.64,1434.0,2498.8318987341772
AS3,SSN,459.81,1820.9,2779.729615384615
AS3,SSN,432.01,1988.06,2696.5099999999998
AS3,SSN,410.44,1784.32,2595.0771951219513
AS3,SSN,520.39,1665.94,2659.0737168141595
AS3,SSN,533.99,1747.64,2757.6394400000004
AS3,SSN,492.2,1567.36,2619.722102102102
AS3,SSN,501.77,1709.79,2661.1547770700636
AS3,SSN,593.42,1642.33,2704.685737051793
AS3,SSN,534.65,1511.77,2683.802557251908
AS3,SSN,526.52,1786.73,2699.8292307692304
AS3,SSN,517.01,1861.0,2808.2454022988504
