Talker,Noise,f0_median
AS4,SSN,231.17
AS4,SSN,213.74
AS4,SSN,229.04
AS4,SSN,244.77
AS4,SSN,240.07
AS4,SSN,232.21
AS4,SSN,232.41
AS4,SSN,227.98
AS4,SSN,226.87
AS4,SSN,234.0
AS4,SSN,255.18
AS4,SSN,213.12
AS4,SSN,228.53
AS4,SSN,244.66
AS4,SSN,217.07
AS4,SSN,188.19
AS4,SSN,198.1
AS4,SSN,227.28
AS4,SSN,190.46
AS4,SSN,236.82
AS4,SSN,213.64
AS4,SSN,225.02
AS4,SSN,231.5
AS4,SSN,242.62
AS4,SSN,213.26
AS4,SSN,226.01
AS4,SSN,247.7
AS4,SSN,197.8
AS4,SSN,229.38
AS4,SSN,206.8
AS4,SSN,248.01
AS4,SSN,248.81
AS4,SSN,231.59
AS4,SSN,244.52
AS4,SSN,243.33
AS4,SSN,236.9
AS4,SSN,216.58
AS4,SSN,242.08
AS4,SSN,244.3
AS4,SSN,225.24
AS4,SSN,230.8
AS4,SSN,216.56
AS4,SSN,248.8
AS4,SSN,217.59
AS4,SSN,214.94
AS4,SSN,204.6
AS4,SSN,236.28
AS4,SSN,229.03
AS4,SSN,260.05
AS4,SSN,238.4
AS4,SSN,228.29
AS4,SSN,241.57
AS4,SSN,244.91
AS4,SSN,220.44
AS4,SSN,235.74
AS4,SSN,223.8
AS4,SSN,222.44
AS4,SSN,212.05
AS4,SSN,234.89
AS4,SSN,262.06
AS4,SSN,233.11
AS4,SSN,248.08
AS4,SSN,214.92
AS4,SSN,247.45
AS4,SSN,228.57
AS4,SSN,249.6
AS4,SSN,234.51
AS4,SSN,224.93
AS4,SSN,218.3
AS4,SSN,225.49
AS4,SSN,200.7
AS4,SSN,187.25
AS4,SSN,248.12
AS4,SSN,208.99
AS4,SSN,229.56
AS4,SSN,220.58
AS4,SSN,231.02
AS4,SSN,232.22
AS4,SSN,247.28
AS4,SSN,230.17
AS4,SSN,250.36
AS4,SSN,225.33
AS4,SSN,197.86
AS4,SSN,262.78
AS4,SSN,235.64
AS4,SSN,224.37
AS4,SSN,249.49
AS4,SSN,229.98
AS4,SSN,228.86
AS4,SSN,229.02
AS4,SSN,230.17
AS4,SSN,240.37
AS4,SSN,223.21
AS4,SSN,213.1
AS4,SSN,247.25
AS4,SSN,216.57
AS4,SSN,236.92
AS4,SSN,212.94
AS4,SSN,226.08
AS4,SSN,231.44
AS4,SSN,217.59
AS4,SSN,236.62
AS5,SSN,123.15
AS5,SSN,150.16
AS5,SSN,129.77
AS5,SSN,143.12
AS5,SSN,138.38
AS5,SSN,131.32
AS5,SSN,82.14
AS5,SSN,122.96
AS5,SSN,139.19
AS5,SSN,136.34
AS5,SSN,160.64
AS5,SSN,130.28
AS5,SSN,154.09
AS5,SSN,130.34
AS5,SSN,143.22
AS5,SSN,131.2
AS5,SSN,136.2
AS5,SSN,135.36
AS5,SSN,138.51
AS5,SSN,139.33
AS5,SSN,147.76
AS5,SSN,138.66
AS5,SSN,139.79
AS5,SSN,143.33
AS5,SSN,118.96
AS5,SSN,139.81
AS5,SSN,143.3
AS5,SSN,135.93
AS5,SSN,138.64
AS5,SSN,151.94
AS5,SSN,153.52
AS5,SSN,153.06
AS5,SSN,135.87
AS5,SSN,131.68
AS5,SSN,148.28
AS5,SSN,151.17
AS5,SSN,151.32
AS5,SSN,145.62
AS5,SSN,134.62
AS5,SSN,125.26
AS5,SSN,139.12
AS5,SSN,167.48
AS5,SSN,135.58
AS5,SSN,139.46
AS5,SSN,145.31
AS5,SSN,130.61
AS5,SSN,146.0
AS5,SSN,174.18
AS5,SSN,141.82
AS5,SSN,155.66
AS5,SSN,151.76
AS5,SSN,134.76
AS5,SSN,142.31
AS5,SSN,150.28
AS5,SSN,139.94
AS5,SSN,145.95
AS5,SSN,135.0
AS5,SSN,132.5
AS5,SSN,146.6
AS5,SSN,148.17
AS5,SSN,148.45
AS5,SSN,127.77
AS5,SSN,159.1
AS5,SSN,126.68
AS5,SSN,131.87
AS5,SSN,162.32
AS5,SSN,145.01
AS5,SSN,129.97
AS5,SSN,141.12
AS5,SSN,122.58
AS5,SSN,106.92
AS5,SSN,145.05
AS5,SSN,149.34
AS5,SSN,149.53
AS5,SSN,149.68
AS5,SSN,146.24
AS5,SSN,134.78
AS5,SSN,137.5
AS5,SSN,158.64
AS5,SSN,121.87
AS5,SSN,162.42
AS5,SSN,152.36
AS5,SSN,134.34
AS5,SSN,151.7
AS5,SSN,142.16
AS5,SSN,138.39
AS5,SSN,163.81
AS5,SSN,152.7
AS5,SSN,145.25
AS5,SSN,136.11
AS5,SSN,139.38
AS5,SSN,133.76
AS5,SSN,150.56
AS5,SSN,143.16
AS5,SSN,125.96
AS6,SSN,260.45
AS6,SSN,272.06
AS6,SSN,282.1
AS6,SSN,275.56
AS6,SSN,285.5
AS6,SSN,277.66
AS6,SSN,262.85
AS6,SSN,281.3
AS6,SSN,290.96
AS6,SSN,250.67
AS6,SSN,289.32
AS6,SSN,268.18
AS6,SSN,267.74
AS6,SSN,281.56
AS6,SSN,273.18
AS6,SSN,289.48
AS6,SSN,291.42
AS6,SSN,268.8
AS6,SSN,289.39
AS6,SSN,280.65
AS6,SSN,280.14
AS6,SSN,268.84
AS6,SSN,261.44
AS6,SSN,266.71
AS6,SSN,274.51
AS6,SSN,262.02
AS6,SSN,261.1
AS6,SSN,292.77
AS6,SSN,269.24
AS6,SSN,282.64
AS6,SSN,269.76
AS6,SSN,279.81
AS6,SSN,285.6
AS6,SSN,265.96
AS6,SSN,260.5
AS6,SSN,269.63
AS6,SSN,252.24
AS6,SSN,257.44
AS6,SSN,267.35
AS6,SSN,274.36
AS6,SSN,290.23
AS6,SSN,272.67
AS6,SSN,269.08
AS6,SSN,298.67
AS6,SSN,276.69
AS6,SSN,262.47
AS6,SSN,280.36
AS6,SSN,270.76
AS6,SSN,286.26
AS6,SSN,277.44
AS6,SSN,285.96
AS6,SSN,277.39
AS6,SSN,258.76
AS6,SSN,293.03
AS6,SSN,272.54
AS6,SSN,260.88
AS6,SSN,279.74
AS6,SSN,262.64
AS6,SSN,283.7
AS6,SSN,255.5
AS6,SSN,269.61
AS6,SSN,280.49
AS6,SSN,282.11
AS6,SSN,270.83
AS6,SSN,261.44
AS6,SSN,273.81
AS6,SSN,258.2
AS6,SSN,273.65
AS6,SSN,291.53
AS6,SSN,260.38
AS6,SSN,276.2
AS6,SSN,296.29
AS6,SSN,254.85
AS6,SSN,331.14
AS6,SSN,299.6
AS6,SSN,303.69
AS6,SSN,256.6
AS6,SSN,281.53
AS6,SSN,255.84
AS6,SSN,264.54
AS6,SSN,278.2
AS6,SSN,256.45
AS6,SSN,263.16
AS6,SSN,283.92
AS6,SSN,262.29
AS6,SSN,287.14
AS6,SSN,262.17
AS6,SSN,260.75
AS6,SSN,250.66
AS6,SSN,289.96
AS6,SSN,279.77
AS6,SSN,305.6
AS6,SSN,272.35
AS6,SSN,275.66
AS6,SSN,267.03
AS6,SSN,280.15
AS6,SSN,275.01
AS6,SSN,283.34
AS6,SSN,305.98
AS6,SSN,282.58
AS6,SSN,272.09
AS6,SSN,296.48
AS6,SSN,290.16
AS6,SSN,281.82
AS6,SSN,288.19
AS6,SSN,291.45
AS6,SSN,272.83
AS6,SSN,268.16
AS6,SSN,274.83
AS6,SSN,258.7
AS6,SSN,283.4
AS6,SSN,258.12
AS6,SSN,258.81
AS6,SSN,276.75
AS6,SSN,282.86
AS6,SSN,277.52
AS6,SSN,256.3
AS6,SSN,268.51
AS6,SSN,305.72
AS6,SSN,275.24
AS6,SSN,253.21
AS6,SSN,278.38
AS6,SSN,263.36
AS6,SSN,278.67
AS6,SSN,267.65
AS6,SSN,269.1
AS6,SSN,300.45
AS6,SSN,273.5
AS6,SSN,253.43
AS6,SSN,284.93
AS6,SSN,282.45
AS6,SSN,263.85
AS6,SSN,253.12
AS6,SSN,255.45
AS6,SSN,284.82
AS6,SSN,278.38
AS6,SSN,255.05
AS6,SSN,296.74
AS6,SSN,270.56
AS6,SSN,255.69
AS6,SSN,262.23
AS6,SSN,259.92
AS6,SSN,266.59
AS6,SSN,264.88
AS6,SSN,258.24
AS6,SSN,285.22
AS6,SSN,266.6
AS6,SSN,264.17
AS6,SSN,259.59
AS6,SSN,284.95
AS6,SSN,261.1
AS6,SSN,259.04
AS6,SSN,289.78
AS6,SSN,267.54
AS6,SSN,253.2
AS6,SSN,279.46
AS6,SSN,259.62
AS6,SSN,280.02
AS6,SSN,265.08
AS6,SSN,285.74
AS6,SSN,296.97
AS6,SSN,257.36
AS6,SSN,260.83
AS6,SSN,240.56
AS6,SSN,301.64
AS6,SSN,257.09
AS6,SSN,284.78
AS6,SSN,253.69
AS6,SSN,285.53
AS6,SSN,276.02
AS6,SSN,266.18
AS6,SSN,278.0
AS6,SSN,261.41
AS6,SSN,267.27
AS6,SSN,251.6
AS6,SSN,268.86
AS6,SSN,305.92
AS6,SSN,266.58
AS6,SSN,272.4
AS6,SSN,307.65
AS6,SSN,291.46
AS6,SSN,265.6
AS6,SSN,265.44
AS6,SSN,270.25
AS6,SSN,281.66
AS6,SSN,256.47
AS6,SSN,310.01
AS6,SSN,269.28
AS6,SSN,273.26
AS6,SSN,257.99
AS6,SSN,259.48
AS6,SSN,261.5
AS6,SSN,281.39
AS6,SSN,269.12
AS6,SSN,258.62
AS6,SSN,300.68
AS6,SSN,255.45
AS6,SSN,280.16
AS6,SSN,305.34
AS6,SSN,263.76
AS6,SSN,268.9
AS6,SSN,282.51
AS6,SSN,274.5
AS6,SSN,263.76
AS6,SSN,282.03
AS1,Babble,210.85
AS1,Babble,259.85
AS1,Babble,195.36
AS1,Babble,262.88
AS1,Babble,210.48
AS1,Babble,209.62
AS1,Babble,244.55
AS1,Babble,271.28
AS1,Babble,278.09
AS1,Babble,246.42
AS1,Babble,196.2
AS1,Babble,233.67
AS1,Babble,209.62
AS1,Babble,228.84
AS1,Babble,209.37
AS1,Babble,214.38
AS1,Babble,288.79
AS1,Babble,230.85
AS1,Babble,211.27
AS1,Babble,250.2
AS1,Babble,227.14
AS1,Babble,216.57
AS1,Babble,226.37
AS1,Babble,204.37
AS1,Babble,235.03
AS1,Babble,213.05
AS1,Babble,238.58
AS1,Babble,225.82
AS1,Babble,246.49
AS1,Babble,220.42
AS1,Babble,254.9
AS1,Babble,217.38
AS1,Babble,244.62
AS1,Babble,222.98
AS1,Babble,234.0
AS1,Babble,219.36
AS1,Babble,232.93
AS1,Babble,232.48
AS1,Babble,196.9
AS1,Babble,243.46
AS1,Babble,214.32
AS1,Babble,243.32
AS1,Babble,231.66
AS1,Babble,232.49
AS1,Babble,234.19
AS1,Babble,249.94
AS1,Babble,224.28
AS1,Babble,253.0
AS1,Babble,263.04
AS1,Babble,232.12
AS1,Babble,274.46
AS1,Babble,248.39
AS1,Babble,225.31
AS1,Babble,225.36
AS1,Babble,219.42
AS1,Babble,216.43
AS1,Babble,187.02
AS1,Babble,234.14
AS1,Babble,197.53
AS1,Babble,228.02
AS1,Babble,194.83
AS1,Babble,215.37
AS1,Babble,211.74
AS1,Babble,193.12
AS1,Babble,200.2
AS1,Babble,238.42
AS1,Babble,212.96
AS1,Babble,219.23
AS1,Babble,248.07
AS1,Babble,213.89
AS1,Babble,227.46
AS1,Babble,253.84
AS1,Babble,251.08
AS1,Babble,234.9
AS1,Babble,227.5
AS1,Babble,212.98
AS1,Babble,213.0
AS1,Babble,244.35
AS1,Babble,234.02
AS1,Babble,186.39
AS1,Babble,249.9
AS1,Babble,239.15
AS1,Babble,251.8
AS1,Babble,213.69
AS1,Babble,184.82
AS1,Babble,222.24
AS1,Babble,200.22
AS1,Babble,213.97
AS1,Babble,217.72
AS1,Babble,246.2
AS1,Babble,186.06
AS1,Babble,275.43
AS1,Babble,236.72
AS1,Babble,275.06
AS1,Babble,194.58
AS1,Babble,208.79
AS1,Babble,230.44
AS1,Babble,240.4
AS1,Babble,211.56
AS1,Babble,202.36
AS1,Babble,207.76
AS1,Babble,235.13
AS1,Babble,194.49
AS1,Babble,228.8
AS1,Babble,243.76
AS1,Babble,268.46
AS1,Babble,256.12
AS1,Babble,208.31
AS1,Babble,215.5
AS1,Babble,231.52
AS1,Babble,258.97
AS1,Babble,240.74
AS1,Babble,231.64
AS1,Babble,224.88
AS1,Babble,238.93
AS1,Babble,201.88
AS1,Babble,233.1
AS1,Babble,260.63
AS1,Babble,236.29
AS1,Babble,237.5
AS1,Babble,240.07
AS1,Babble,277.55
AS1,Babble,232.19
AS1,Babble,216.62
AS1,Babble,181.52
AS1,Babble,246.38
AS1,Babble,237.43
AS1,Babble,208.94
AS1,Babble,227.91
AS1,Babble,216.04
AS1,Babble,231.36
AS1,Babble,238.14
AS1,Babble,219.61
AS1,Babble,253.98
AS2,Babble,170.46
AS2,Babble,150.68
AS2,Babble,124.96
AS2,Babble,122.1
AS2,Babble,143.44
AS2,Babble,124.21
AS2,Babble,125.21
AS2,Babble,121.17
AS2,Babble,134.74
AS2,Babble,138.0
AS2,Babble,124.28
AS2,Babble,136.09
AS2,Babble,139.01
AS2,Babble,179.48
AS2,Babble,132.94
AS2,Babble,133.93
AS2,Babble,139.01
AS2,Babble,132.26
AS2,Babble,133.72
AS2,Babble,127.31
AS2,Babble,138.9
AS2,Babble,160.82
AS2,Babble,120.73
AS2,Babble,140.37
AS2,Babble,124.28
AS2,Babble,130.57
AS2,Babble,137.73
AS2,Babble,134.71
AS2,Babble,130.15
AS2,Babble,136.11
AS2,Babble,122.86
AS2,Babble,138.25
AS2,Babble,130.23
AS2,Babble,140.61
AS2,Babble,151.76
AS2,Babble,114.42
AS2,Babble,127.74
AS2,Babble,141.47
AS2,Babble,129.5
AS2,Babble,121.26
AS2,Babble,150.3
AS2,Babble,152.43
AS2,Babble,127.28
AS2,Babble,130.01
AS2,Babble,125.03
AS2,Babble,128.27
AS2,Babble,146.47
AS2,Babble,137.5
AS2,Babble,139.81
AS2,Babble,146.88
AS2,Babble,134.66
AS2,Babble,121.92
AS2,Babble,127.28
AS2,Babble,128.25
AS2,Babble,134.82
AS2,Babble,123.74
AS2,Babble,181.23
AS2,Babble,134.81
AS2,Babble,134.26
AS2,Babble,121.52
AS2,Babble,126.96
AS2,Babble,140.5
AS2,Babble,159.72
AS2,Babble,147.0
AS2,Babble,137.98
AS2,Babble,134.56
AS2,Babble,143.99
AS3,Babble,232.02
AS3,Babble,208.93
AS3,Babble,177.04
AS3,Babble,193.44
AS3,Babble,211.95
AS3,Babble,195.94
AS3,Babble,221.96
AS3,Babble,206.15
AS3,Babble,208.0
AS3,Babble,199.24
AS3,Babble,220.79
AS3,Babble,198.06
AS3,Babble,176.67
AS3,Babble,206.66
AS3,Babble,198.14
AS3,Babble,218.25
AS3,Babble,213.94
AS3,Babble,232.7
AS3,Babble,203.75
AS3,Babble,192.68
AS3,Babble,202.64
AS3,Babble,185.13
AS3,Babble,207.1
AS3,Babble,207.47
AS3,Babble,189.03
AS3,Babble,189.52
AS3,Babble,202.89
AS3,Babble,172.13
AS3,Babble,187.57
AS3,Babble,205.79
AS3,Babble,195.12
AS3,Babble,212.38
AS3,Babble,187.48
AS3,Babble,216.57
AS3,Babble,201.94
AS3,Babble,188.8
AS3,Babble,225.31
AS3,Babble,210.04
AS3,Babble,201.75
AS3,Babble,214.6
AS3,Babble,168.65
AS3,Babble,201.65
AS3,Babble,188.82
AS3,Babble,201.76
AS3,Babble,185.8
AS3,Babble,226.88
AS3,Babble,186.1
AS3,Babble,195.46
AS3,Babble,186.42
AS3,Babble,199.2
AS3,Babble,203.3
AS3,Babble,163.17
AS3,Babble,171.32
AS3,Babble,179.48
AS3,Babble,161.22
AS3,Babble,197.94
AS3,Babble,201.54
AS3,Babble,189.7
AS3,Babble,186.64
AS3,Babble,199.12
AS3,Babble,216.67
AS3,Babble,184.56
AS3,Babble,114.92
AS3,Babble,171.85
AS3,Babble,206.14
AS3,Babble,208.85
AS3,Babble,175.57
AS3,Babble,180.78
AS3,Babble,203.6
AS3,Babble,188.65
AS3,Babble,180.96
AS3,Babble,205.53
AS3,Babble,158.96
AS3,Babble,199.85
AS3,Babble,167.3
AS3,Babble,196.21
AS3,Babble,200.94
AS3,Babble,191.85
AS3,Babble,189.6
AS3,Babble,177.5
AS3,Babble,179.55
AS3,Babble,209.04
AS3,Babble,206.12
AS3,Babble,225.74
AS3,Babble,203.43
AS3,Babble,200.6
AS3,Babble,191.12
AS3,Babble,205.08
AS3,Babble,211.28
AS3,Babble,203.88
AS3,Babble,212.57
AS3,Babble,220.8
AS3,Babble,193.32
AS3,Babble,206.49
AS3,Babble,197.22
AS3,Babble,197.01
AS3,Babble,209.31
AS3,Babble,170.31
AS3,Babble,203.96
AS3,Babble,205.38
AS3,Babble,188.7
AS3,Babble,185.16
AS3,Babble,122.8
AS3,Babble,193.83
AS3,Babble,195.98
AS3,Babble,185.34
AS3,Babble,195.57
AS3,Babble,219.46
AS3,Babble,189.13
AS3,Babble,173.62
AS3,Babble,177.29
AS3,Babble,205.02
AS3,Babble,192.78
AS3,Babble,186.65
AS3,Babble,212.99
AS3,Babble,187.65
AS3,Babble,174.47
AS3,Babble,222.02
AS3,Babble,203.22
AS3,Babble,181.21
AS3,Babble,201.53
AS3,Babble,195.58
AS3,Babble,184.92
AS3,Babble,214.5
AS3,Babble,196.15
AS3,Babble,198.54
AS3,Babble,189.26
AS3,Babble,190.7
AS3,Babble,174.53
AS3,Babble,177.4
AS3,Babble,189.1
AS3,Babble,174.85
AS3,Babble,193.38
AS3,Babble,102.21
AS3,Babble,206.0
AS3,Babble,185.38
AS3,Babble,205.37
AS3,Babble,166.28
AS3,Babble,205.92
AS3,Babble,175.45
AS3,Babble,229.73
AS3,Babble,183.42
AS3,Babble,192.24
AS3,Babble,190.86
AS3,Babble,185.89
AS3,Babble,161.3
AS3,Babble,170.36
AS3,Babble,255.4
AS3,Babble,187.2
AS4,Babble,211.47
AS4,Babble,240.76
AS4,Babble,220.52
AS4,Babble,207.82
AS4,Babble,223.11
AS4,Babble,220.45
AS4,Babble,239.75
AS4,Babble,225.13
AS4,Babble,226.54
AS4,Babble,224.02
AS4,Babble,246.42
AS4,Babble,221.46
AS4,Babble,231.22
AS4,Babble,255.85
AS4,Babble,222.33
AS4,Babble,212.67
AS4,Babble,198.34
AS4,Babble,246.91
AS4,Babble,225.09
AS4,Babble,217.89
AS4,Babble,215.12
AS4,Babble,213.82
AS4,Babble,229.18
AS4,Babble,221.22
AS4,Babble,194.95
AS4,Babble,233.86
AS4,Babble,230.04
AS4,Babble,216.24
AS4,Babble,218.3
AS4,Babble,240.14
AS4,Babble,210.66
AS4,Babble,214.2
AS4,Babble,220.42
AS4,Babble,218.67
AS4,Babble,219.57
AS4,Babble,221.89
AS4,Babble,251.45
AS4,Babble,230.02
AS4,Babble,225.25
AS4,Babble,219.14
AS4,Babble,225.9
AS4,Babble,200.2
AS4,Babble,224.28
AS4,Babble,233.71
AS4,Babble,235.23
AS4,Babble,224.9
AS4,Babble,208.97
AS4,Babble,231.82
AS4,Babble,227.72
AS4,Babble,210.65
AS4,Babble,199.56
AS4,Babble,201.56
AS4,Babble,213.6
AS4,Babble,222.08
AS4,Babble,219.9
AS4,Babble,215.68
AS4,Babble,213.48
AS4,Babble,227.47
AS4,Babble,217.54
AS4,Babble,215.58
AS4,Babble,208.65
AS4,Babble,206.6
AS4,Babble,225.62
AS4,Babble,211.01
AS4,Babble,214.7
AS4,Babble,218.16
AS4,Babble,201.84
AS4,Babble,229.23
AS4,Babble,245.2
AS4,Babble,221.17
AS4,Babble,216.21
AS4,Babble,221.5
AS4,Babble,197.18
AS4,Babble,222.34
AS4,Babble,215.56
AS4,Babble,233.78
AS4,Babble,234.8
AS4,Babble,233.94
AS4,Babble,202.78
AS4,Babble,232.46
AS4,Babble,209.07
AS4,Babble,199.58
AS4,Babble,201.6
AS4,Babble,226.68
AS4,Babble,223.05
AS4,Babble,213.58
AS4,Babble,206.53
AS4,Babble,207.6
AS4,Babble,224.76
AS4,Babble,197.15
AS4,Babble,237.2
AS4,Babble,228.52
AS4,Babble,199.57
AS4,Babble,187.68
AS4,Babble,221.06
AS4,Babble,229.96
AS4,Babble,203.75
AS4,Babble,220.25
AS4,Babble,249.99
AS4,Babble,230.89
AS4,Babble,233.08
AS4,Babble,231.44
AS4,Babble,206.3
AS4,Babble,228.68
AS4,Babble,234.47
AS4,Babble,226.58
AS4,Babble,224.03
AS4,Babble,233.17
AS4,Babble,229.3
AS4,Babble,218.53
AS4,Babble,214.72
AS4,Babble,216.18
AS4,Babble,192.15
AS4,Babble,216.23
AS4,Babble,219.28
AS4,Babble,234.0
AS4,Babble,205.52
AS4,Babble,166.27
AS4,Babble,232.75
AS4,Babble,205.67
AS4,Babble,195.62
AS4,Babble,216.05
AS4,Babble,189.29
AS4,Babble,231.22
AS4,Babble,229.97
AS4,Babble,219.25
AS4,Babble,213.43
AS4,Babble,218.1
AS4,Babble,207.44
AS4,Babble,228.74
AS4,Babble,250.42
AS4,Babble,214.5
AS4,Babble,236.91
AS4,Babble,203.66
AS4,Babble,235.3
AS4,Babble,234.79
AS4,Babble,223.45
AS4,Babble,202.83
AS4,Babble,241.21
AS4,Babble,227.02
AS4,Babble,230.33
AS4,Babble,218.55
AS4,Babble,220.46
AS4,Babble,219.42
AS5,Babble,133.72
AS5,Babble,156.9
AS5,Babble,144.88
AS5,Babble,131.26
AS5,Babble,152.27
AS5,Babble,142.97
AS5,Babble,137.71
AS5,Babble,130.03
AS5,Babble,160.17
AS5,Babble,145.36
AS5,Babble,136.96
AS5,Babble,147.46
AS5,Babble,144.76
AS5,Babble,137.61
AS5,Babble,140.49
AS5,Babble,138.2
AS5,Babble,135.5
AS5,Babble,146.99
AS5,Babble,128.37
AS5,Babble,142.74
AS5,Babble,134.7
AS5,Babble,123.98
AS5,Babble,121.6
AS5,Babble,136.55
AS5,Babble,149.98
AS5,Babble,150.7
AS5,Babble,149.6
AS5,Babble,120.76
AS5,Babble,144.49
AS5,Babble,148.24
AS5,Babble,142.82
AS5,Babble,150.08
AS5,Babble,136.04
AS5,Babble,129.68
AS5,Babble,141.87
AS5,Babble,137.34
AS5,Babble,132.82
AS5,Babble,133.86
AS5,Babble,148.38
AS5,Babble,127.58
AS5,Babble,143.83
AS5,Babble,162.78
AS5,Babble,145.41
AS5,Babble,130.71
AS5,Babble,140.75
AS5,Babble,140.93
AS5,Babble,133.18
AS5,Babble,140.14
AS5,Babble,142.73
AS5,Babble,131.7
AS5,Babble,120.25
AS5,Babble,133.26
AS5,Babble,143.8
AS5,Babble,134.59
AS5,Babble,150.98
AS5,Babble,149.6
AS5,Babble,150.37
AS5,Babble,149.03
AS5,Babble,129.12
AS5,Babble,138.63
AS5,Babble,143.19
AS5,Babble,132.76
AS5,Babble,124.26
AS5,Babble,129.98
AS5,Babble,139.68
AS5,Babble,152.44
AS5,Babble,131.72
AS5,Babble,138.65
AS5,Babble,141.66
AS5,Babble,119.18
AS5,Babble,133.57
AS5,Babble,138.18
AS5,Babble,134.52
AS5,Babble,127.05
AS5,Babble,153.86
AS5,Babble,131.13
AS5,Babble,130.64
AS5,Babble,131.99
AS5,Babble,129.49
AS5,Babble,151.64
AS5,Babble,144.27
AS5,Babble,140.6
AS5,Babble,146.6
AS5,Babble,134.81
AS5,Babble,129.01
AS5,Babble,123.83
AS5,Babble,156.6
AS5,Babble,126.99
AS5,Babble,124.29
AS5,Babble,130.74
AS5,Babble,136.27
AS5,Babble,150.42
AS5,Babble,137.5
AS5,Babble,137.56
AS5,Babble,145.82
AS5,Babble,132.32
AS5,Babble,127.44
AS5,Babble,121.82
AS5,Babble,145.58
AS5,Babble,139.6
AS5,Babble,133.56
AS5,Babble,142.67
AS5,Babble,132.39
AS5,Babble,139.24
AS5,Babble,136.91
AS5,Babble,140.7
AS5,Babble,131.71
AS5,Babble,129.55
AS5,Babble,141.61
AS5,Babble,156.16
AS5,Babble,142.19
AS5,Babble,157.23
AS5,Babble,125.42
AS5,Babble,134.87
AS5,Babble,127.82
AS5,Babble,128.64
AS5,Babble,118.99
AS5,Babble,146.38
AS5,Babble,147.05
AS5,Babble,143.85
AS5,Babble,129.69
AS5,Babble,150.29
AS5,Babble,131.62
AS5,Babble,129.35
AS5,Babble,137.37
AS5,Babble,125.13
AS5,Babble,128.53
AS5,Babble,144.89
AS5,Babble,139.35
AS5,Babble,144.99
AS5,Babble,142.22
AS5,Babble,136.61
AS5,Babble,136.58
AS5,Babble,152.83
AS5,Babble,143.04
AS5,Babble,155.36
AS5,Babble,155.24
AS5,Babble,158.98
AS5,Babble,126.68
AS5,Babble,143.68
AS5,Babble,136.93
AS5,Babble,147.5
AS5,Babble,137.68
AS5,Babble,139.46
AS5,Babble,147.51
AS5,Babble,135.95
AS5,Babble,141.43
AS5,Babble,141.47
AS5,Babble,117.9
AS5,Babble,158.79
AS5,Babble,145.57
AS5,Babble,134.33
AS5,Babble,148.2
AS5,Babble,142.38
AS5,Babble,117.13
AS5,Babble,147.15
AS5,Babble,134.91
AS5,Babble,128.47
AS5,Babble,151.32
AS5,Babble,153.01
AS5,Babble,135.99
AS5,Babble,129.68
AS5,Babble,138.91
AS5,Babble,140.24
AS5,Babble,140.08
AS5,Babble,139.57
AS5,Babble,141.05
AS5,Babble,122.4
AS5,Babble,128.57
AS5,Babble,162.55
AS5,Babble,142.94
AS5,Babble,125.9
AS5,Babble,137.16
AS5,Babble,128.77
AS5,Babble,121.23
AS5,Babble,126.25
AS5,Babble,131.73
AS5,Babble,137.35
AS5,Babble,154.27
AS6,Babble,262.18
AS6,Babble,255.72
AS6,Babble,283.61
AS6,Babble,270.22
AS6,Babble,305.55
AS6,Babble,269.25
AS6,Babble,268.44
AS6,Babble,255.54
AS6,Babble,269.08
AS6,Babble,273.97
AS6,Babble,311.82
AS6,Babble,291.63
AS6,Babble,278.92
AS6,Babble,269.68
AS6,Babble,261.38
AS6,Babble,279.94
AS6,Babble,286.6
AS6,Babble,280.21
AS6,Babble,268.36
AS6,Babble,302.59
AS6,Babble,261.59
AS6,Babble,265.17
AS6,Babble,250.28
AS6,Babble,274.08
AS6,Babble,275.45
AS6,Babble,278.77
AS6,Babble,260.49
AS6,Babble,248.63
AS6,Babble,286.1
AS6,Babble,285.68
AS6,Babble,263.41
AS6,Babble,266.9
AS6,Babble,263.08
AS6,Babble,268.54
AS6,Babble,239.19
AS6,Babble,260.54
AS6,Babble,257.45
AS6,Babble,266.03
AS6,Babble,279.64
AS6,Babble,257.1
AS6,Babble,253.41
AS6,Babble,286.26
AS6,Babble,265.47
AS6,Babble,271.57
AS6,Babble,278.24
AS6,Babble,270.11
AS6,Babble,255.46
AS6,Babble,252.24
AS6,Babble,255.34
AS6,Babble,276.0
AS6,Babble,265.54
AS6,Babble,272.03
AS6,Babble,263.45
AS6,Babble,292.47
AS6,Babble,277.26
AS6,Babble,260.91
AS6,Babble,329.46
AS6,Babble,282.2
AS6,Babble,310.22
AS6,Babble,268.7
AS6,Babble,268.24
AS6,Babble,304.21
AS6,Babble,266.66
AS6,Babble,274.1
AS6,Babble,272.44
AS6,Babble,296.92
AS6,Babble,297.41
AS6,Babble,270.13
AS6,Babble,274.72
AS6,Babble,272.4
AS6,Babble,281.03
AS6,Babble,255.5
AS6,Babble,271.61
AS6,Babble,260.53
AS6,Babble,255.48
AS6,Babble,252.64
AS6,Babble,282.2
AS6,Babble,282.19
AS6,Babble,276.61
AS6,Babble,263.45
AS6,Babble,273.65
AS6,Babble,253.45
AS6,Babble,273.73
AS6,Babble,269.7
AS6,Babble,251.29
AS6,Babble,286.72
AS6,Babble,268.79
AS6,Babble,267.23
AS6,Babble,271.7
AS6,Babble,266.24
