Talkers,Noise,F1,F2,F3
C1,NC,417.66,1366.11,2617.7690582959644
C1,NC,364.67,1334.94,2563.1432432432434
C1,NC,445.05,1438.04,2587.296507177033
C1,NC,435.89,1343.92,2549.158934169279
C1,NC,403.7,1396.25,2531.3467460317465
C1,NC,386.81,1360.2,2470.98005
C1,NC,406.95,1311.67,2507.142147239264
C1,NC,432.99,1318.98,2588.2063522012577
C1,NC,400.95,1501.12,2539.4866046511634
C1,NC,405.77,1272.68,2406.9197849462366
C1,NC,425.62,1367.28,2488.5154545454548
C1,NC,341.38,1432.9,2420.74675
C1,NC,329.54,1444.59,2634.8202631578943
C1,NC,409.77,1294.3,2559.463971291866
C1,NC,370.12,1114.51,2480.513368421053
C1,NC,377.55,1288.09,2479.7373636363636
C1,NC,415.35,1398.23,2513.6598230088503
C1,NC,356.68,1005.9,2917.135
C2,NC,384.87,1282.76,2138.818947368421
C2,NC,388.72,1378.85,2372.494551724138
C2,NC,389.18,1400.17,2322.759189189189
C2,NC,362.32,1484.77,2387.609646017699
C2,NC,381.57,1438.61,2397.167610619469
C2,NC,405.06,1290.71,2292.567608695652
C2,NC,450.26,1579.52,2540.4131034482757
C2,NC,394.98,1468.94,2597.9395215311006
C2,NC,438.91,1405.83,2480.5715744680856
C2,NC,383.29,1393.2,2441.99775
C2,NC,425.09,1492.94,2643.681304347826
C2,NC,340.85,1438.6,2246.696375
C2,NC,378.5,1431.64,2401.75074074074
C2,NC,427.97,1369.45,2504.55674556213
C2,NC,447.79,1479.41,2456.4488235294116
C2,NC,383.65,1556.93,2611.4449999999997
C2,NC,575.15,1737.23,2761.113833333334
C2,NC,487.86,1318.42,2454.6836486486486
C2,NC,326.99,1624.71,2443.685853658536
C2,NC,335.93,1386.32,2252.729462365591
C2,NC,391.19,1428.83,2389.8709090909088
C2,NC,369.55,1450.98,2364.8193636363635
C2,NC,348.82,1560.24,2346.6402608695653
C2,NC,443.71,1514.5,2301.2115624999997
C2,NC,376.78,1374.24,2356.43421875
C2,NC,415.76,1235.33,2267.2085454545454
C2,NC,341.97,1528.05,2333.937796610169
C2,NC,484.99,1668.08,2449.6817857142855
C2,NC,466.94,1405.67,2399.3133333333335
C2,NC,363.59,1576.78,2433.403620689656
C2,NC,506.94,1334.56,2379.156623376624
C2,NC,423.62,1888.01,2576.0672222222224
C2,NC,387.2,1548.24,2271.727857142857
C2,NC,440.08,1390.53,2150.233309859155
C2,NC,406.01,1324.55,2371.7906993006995
C2,NC,389.25,1385.18,2346.8539490445855
C2,NC,357.61,1208.15,2266.0364489795916
C2,NC,540.86,1458.11,2405.85652173913
C2,NC,443.3,1342.67,2435.248787878788
C2,NC,602.91,1609.59,2555.7895689655174
C2,NC,378.51,1526.15,2355.077594936709
C2,NC,387.28,1368.97,2234.2110655737706
C2,NC,329.81,1426.35,2330.0228125000003
C2,NC,425.86,1250.99,2265.6319999999996
C2,NC,407.39,1226.07,2212.116716417911
C2,NC,335.32,1242.88,2254.813275862069
C2,NC,427.89,1414.44,2369.158189655173
C2,NC,478.33,1163.84,2496.210333333333
C2,NC,395.01,1171.57,2363.4765346534655
C2,NC,441.57,1497.82,2406.0576041666664
C2,NC,443.02,1365.37,2353.153943661972
C2,NC,384.62,1244.44,2266.404640522876
C2,NC,357.92,1292.34,2292.526898148148
C2,NC,379.35,1291.84,2289.459893617021
C2,NC,394.14,1274.41,2288.8129535864978
C2,NC,418.89,1412.87,2306.3736111111107
C2,NC,403.99,1393.64,2432.101779141104
C2,NC,353.31,1298.82,2359.3224999999998
C2,NC,406.52,1285.61,2464.565483870968
C2,NC,337.48,1500.74,2322.5126470588234
C2,NC,524.53,1360.04,2403.160222222222
C2,NC,372.27,1310.48,2242.587945205479
C2,NC,380.98,1319.56,2266.6967796610165
C2,NC,433.6,1355.06,2361.3001834862384
C2,NC,374.65,1356.96,2331.97
C2,NC,319.09,1508.5,2426.9895833333335
C2,NC,428.1,1343.53,2234.9054375
C2,NC,383.13,1490.76,2380.833439490446
C2,NC,409.85,1369.22,2278.0484738955824
C2,NC,515.28,1471.2,2293.291568627451
C2,NC,504.46,1434.58,2319.9593442622954
C2,NC,360.25,1360.32,2255.240405405406
C2,NC,432.94,1264.28,2349.443684210526
C2,NC,505.84,1499.93,2465.9509523809525
C2,NC,500.26,1318.18,2372.3708823529414
C2,NC,390.26,1304.74,2306.2321875
C2,NC,397.76,1186.28,2230.923421052632
C2,NC,380.34,1309.36,2336.6092857142858
C2,NC,408.64,1703.24,2689.8560344827583
C2,NC,325.58,1511.4,2402.2319444444447
C2,NC,330.82,1479.38,2283.8849350649352
C2,NC,353.27,1292.89,2269.872865853659
C2,NC,429.56,1348.52,2390.1908074534163
C2,NC,369.53,1138.66,2267.647486631016
C2,NC,457.58,1152.35,2260.3848837209307
C2,NC,457.16,1284.1,2342.5858083832336
C2,NC,358.37,1357.18,2252.1384415584416
C2,NC,410.64,1195.61,2311.09352112676
C2,NC,357.62,1308.84,2356.270141843972
C2,NC,353.46,1481.51,2539.2918750000003
C2,NC,366.15,1236.57,2286.3096116504857
C2,NC,377.33,1206.04,2064.8606557377047
C2,NC,399.13,1239.09,2203.813391812865
C2,NC,457.34,1422.59,2411.463818181818
C2,NC,497.68,1319.66,2253.9576315789473
C2,NC,388.64,1380.08,2330.8876033057854
C2,NC,402.32,1349.62,2267.920765306122
C2,NC,386.43,1358.83,2445.8336
C2,NC,452.07,1185.76,2305.229696969697
C2,NC,382.6,1441.39,2374.589732142857
C2,NC,487.36,1349.98,2318.0192920353984
C2,NC,445.95,1473.49,2260.00698630137
C2,NC,476.16,1418.42,2417.350327868852
C2,NC,389.15,1446.33,2319.4034722222223
C2,NC,484.95,1314.14,2357.44705882353
C2,NC,394.12,1408.08,2382.877272727273
C2,NC,378.18,1272.23,2222.56875
C2,NC,375.17,1381.71,2293.6981140350877
C2,NC,423.55,1280.55,2257.0297752808983
C2,NC,408.37,1401.91,2308.1047999999996
C2,NC,365.69,1504.11,2358.301935483871
C2,NC,359.5,1142.67,2316.087963800905
C2,NC,393.26,1350.25,2255.8870183486238
C2,NC,467.77,1284.0,2336.7774331550804
C2,NC,508.17,1342.71,2385.795
C2,NC,401.71,1261.45,2300.5642718446607
C2,NC,389.33,1419.37,2337.8813333333333
C2,NC,333.54,1428.13,2337.826734693878
C2,NC,435.06,1533.57,2359.990571428571
C2,NC,426.72,1268.45,2351.8108943089433
C3,NC,512.61,1736.29,2624.3402362204724
C3,NC,542.23,1698.97,2721.7473267326727
C3,NC,518.22,1570.44,2569.1283613445376
C3,NC,600.02,1610.28,2856.505037037037
C3,NC,534.59,1734.98,2794.520254237288
C3,NC,532.26,1777.07,2706.621581395349
C3,NC,524.11,1601.45,2652.585479452055
C3,NC,662.2,1589.44,2797.0838679245285
C3,NC,534.43,1561.83,2587.689195402299
C3,NC,558.06,1718.06,2744.8563698630137
C3,NC,595.95,1596.02,2654.475722891566
C3,NC,537.6,1589.75,2625.745087719298
C3,NC,527.04,1508.7,2501.095496688742
C3,NC,537.37,1623.94,2515.244975369458
C3,NC,465.84,1868.94,2766.1758823529417
C3,NC,287.78,1262.09,2126.886206896552
C3,NC,555.99,1685.34,2707.8027251184835
C3,NC,517.78,1897.08,2775.422532467533
C3,NC,477.09,1510.9,2515.2942007434945
C3,NC,465.76,1656.11,2694.735757575758
C3,NC,514.76,1605.21,2537.983956043956
C3,NC,501.77,1605.08,2599.005039370079
C3,NC,563.58,1787.58,2643.224363636364
C3,NC,519.77,1722.89,2756.4289958158997
C3,NC,486.59,1664.76,2646.183503649635
C3,NC,483.73,1628.3,2573.6785106382977
C3,NC,519.27,1680.34,2692.192564102564
C3,NC,547.74,1528.27,2529.186622516556
C3,NC,494.33,1666.64,2675.5227113702626
C3,NC,378.16,1663.79,2605.323152173913
C3,NC,534.16,1715.63,2735.3539310344827
C3,NC,485.4,2016.85,2860.3258333333333
C3,NC,570.92,1567.86,2645.5961460446247
C3,NC,511.14,1569.82,2537.48537037037
C3,NC,511.79,1615.69,2687.3227127659575
C3,NC,566.92,1637.62,2736.1930275229356
C3,NC,449.05,1662.51,2548.4392982456143
C3,NC,499.13,1714.36,2691.007641509434
C3,NC,524.3,1828.75,2780.286978021978
C3,NC,445.38,1798.56,2786.0837688442207
C3,NC,515.42,1501.2,2549.1033333333335
C3,NC,559.43,1435.76,2738.6686956521735
C3,NC,425.59,1503.78,2687.7766153846155
C3,NC,447.83,1692.4,2587.7342857142858
C3,NC,528.71,1614.97,2720.0596350364963
C3,NC,427.23,1613.25,2563.3610596026488
C3,NC,530.66,1844.37,2837.6289285714283
C3,NC,494.31,1490.46,2566.922798742138
C3,NC,698.08,1903.2,2915.8417391304342
C3,NC,480.77,1585.04,2663.965076923077
C3,NC,486.26,1592.03,2600.0898076923077
C3,NC,560.85,1766.19,2737.093571428571
C3,NC,464.26,1792.81,2726.3001257861633
C3,NC,622.02,2036.14,2819.84
C3,NC,526.77,1607.48,2625.823558718861
C3,NC,463.48,1454.66,2668.5883333333336
C3,NC,596.01,1559.03,2667.9920512820513
C3,NC,502.65,1555.3,2535.4500872600347
C3,NC,448.95,1344.52,2681.744761904762
C3,NC,525.54,1692.68,2699.6367213114754
C3,NC,606.55,1614.2,2667.0981140350877
C3,NC,627.68,1993.22,2943.8229285714287
C3,NC,557.63,1352.07,2546.6716
C3,NC,584.32,1549.35,2672.703870967742
C3,NC,611.47,1566.5,2611.7567741935486
C3,NC,470.03,1496.14,2639.467637130802
C3,NC,554.04,1555.57,2687.793828996282
C3,NC,504.52,1694.27,2643.6734146341464
C3,NC,609.67,1549.7,2724.653967391304
C3,NC,479.62,1367.12,2630.3749479166668
C3,NC,440.32,1704.19,2672.0880434782616
C3,NC,548.72,1650.44,2669.407180851064
C3,NC,509.23,1629.9,2737.322903225807
C3,NC,515.13,1595.84,2695.3907834101383
C3,NC,514.9,1700.22,2620.026571428572
C3,NC,461.18,1512.45,2571.7581437125746
C3,NC,441.5,1635.25,2720.5452083333334
C3,NC,502.7,1684.38,2641.517152317881
C3,NC,523.4,1594.06,2584.4184153005467
C3,NC,506.09,1707.83,2690.061933842239
C3,NC,600.27,1531.63,2682.434266666666
C3,NC,520.22,1677.57,2779.6273437500004
C3,NC,627.06,1408.67,2576.3127884615387
C3,NC,563.67,1324.83,2606.7651181102365
C3,NC,432.35,1900.68,2723.834491017964
C3,NC,537.17,1601.28,2690.545896860987
C3,NC,536.34,1554.38,2652.4793269230768
C3,NC,468.18,1609.27,2622.523949579832
C3,NC,566.22,1718.21,2794.8507446808508
C3,NC,526.01,1723.41,2812.129393939394
C4,NC,459.23,1371.94,2641.2271428571435
C4,NC,438.99,1582.6,2558.4400000000005
C4,NC,398.29,1593.67,2694.6889208633092
C4,NC,530.61,1375.34,2689.6861538461535
C4,NC,475.62,1516.06,2687.1148469387754
C4,NC,546.25,1480.98,2809.968701298701
C4,NC,406.08,2031.98,2873.1742519685035
C4,NC,416.36,1725.46,2735.1536
C4,NC,364.3,1869.25,2755.14
C4,NC,525.68,1795.69,2778.7519672131143
C4,NC,445.8,1730.1,2745.3392763157894
C4,NC,416.65,1796.67,2715.626091954023
C4,NC,437.26,1288.46,2671.5939516129033
C4,NC,470.48,1646.89,2543.8568421052637
C4,NC,465.94,1683.96,2630.6045508982033
C4,NC,398.51,1876.0,2737.949037037037
C4,NC,471.42,1599.08,2583.86691588785
C4,NC,473.58,1620.61,2632.5312871287133
C4,NC,370.65,2035.66,2817.0069791666665
C4,NC,534.66,1811.89,2715.6246
C4,NC,414.14,1995.27,2783.8063428571427
C4,NC,444.03,1482.09,2573.9938775510204
C4,NC,464.83,968.11,2376.687317073171
C4,NC,433.47,1244.71,2428.011261261261
C4,NC,432.21,1671.42,2634.580909090909
C4,NC,496.88,1663.27,2675.0872661870503
C4,NC,438.51,1407.15,2610.6693939393936
C4,NC,491.37,1590.38,2620.5223188405794
C4,NC,431.99,1476.48,2688.3288888888883
C4,NC,397.48,1862.17,2653.754136363636
C4,NC,481.07,1495.29,2483.1529508196722
C4,NC,417.38,1517.96,2675.820672268908
C4,NC,498.84,1469.42,2724.628450704225
C4,NC,453.13,1046.02,2604.5678021978024
C4,NC,479.63,1516.85,2678.745923566879
C4,NC,334.22,1189.83,2411.3044999999997
C4,NC,469.31,1740.75,2693.3724590163933
C4,NC,505.44,1649.47,2664.3300840336137
C4,NC,436.94,1482.61,2621.2377450980393
C4,NC,454.57,1473.73,2655.781333333333
C4,NC,402.54,1769.18,2702.6540217391303
C4,NC,553.66,1347.96,2686.2232911392402
C4,NC,412.41,1660.45,2710.622892156863
C4,NC,470.68,1638.39,2480.4432544378697
C4,NC,508.62,1198.93,2800.0056
C4,NC,552.4,1769.22,2826.5759154929574
C4,NC,428.28,1856.9,2751.469529411764
C4,NC,422.98,1083.43,2646.6718867924533
C4,NC,487.66,1745.28,2766.9298351648354
C4,NC,534.83,1752.23,2753.4545652173915
C4,NC,368.26,1641.58,2703.0323943661974
C4,NC,445.46,1282.35,2545.057191011236
C4,NC,527.43,1619.83,2806.7657446808507
C4,NC,460.15,1602.27,2698.857484662577
C4,NC,488.37,1480.69,2564.668421052632
C4,NC,566.19,1201.53,2927.129333333333
C4,NC,513.31,1679.14,2770.1675572519084
C4,NC,403.21,1759.52,2726.1830232558136
C4,NC,482.36,1353.34,2647.4394214876033
C4,NC,493.95,1355.65,2612.616707317073
C4,NC,503.03,1608.28,2782.201692307692
C4,NC,461.63,1588.66,2698.9817142857137
C4,NC,493.72,1599.06,2670.5806249999996
C4,NC,412.56,1488.95,2626.098695652174
C4,NC,531.34,1593.04,2763.0096273291924
C4,NC,502.56,1616.36,2690.6477941176468
C4,NC,406.69,1604.73,2650.625882352941
C4,NC,373.4,1266.65,2413.6786249999996
C4,NC,447.13,1507.92,2693.4703797468355
C4,NC,517.46,1523.49,2750.6752564102567
C4,NC,477.93,1524.83,2621.356235294117
C4,NC,478.0,1927.62,2863.9975974025974
C4,NC,420.01,1305.59,2519.254112149533
C4,NC,427.95,1577.16,2692.3476515151515
C4,NC,485.82,1602.08,2760.619433962264
C4,NC,487.09,1535.85,2567.2092771084335
C4,NC,459.19,1745.05,2828.2293333333337
C4,NC,535.26,1390.69,2504.550823529411
C4,NC,447.39,1343.27,2500.191486486486
C4,NC,430.79,1760.33,2580.429811320754
C5,NC,438.26,1371.97,2716.922071005917
C5,NC,469.05,1592.87,2697.05809375
C5,NC,490.81,1463.79,2633.7496883116883
C5,NC,358.87,1374.3,2599.829382716049
C5,NC,507.55,1383.44,2577.5880597014925
C5,NC,439.33,1663.29,2694.8445890410962
C5,NC,482.45,1274.13,2540.105769230769
C5,NC,494.89,1566.57,2750.8051199999995
C5,NC,345.08,1178.89,2634.7165573770494
C5,NC,488.57,1479.87,2604.081304347826
C5,NC,433.28,1571.31,2776.4990517241376
C5,NC,415.83,1003.99,2402.0007692307695
C5,NC,450.57,1578.67,2703.77176
C5,NC,511.42,1582.75,2670.7789189189193
C5,NC,502.99,1443.05,2688.3165346534656
C5,NC,475.13,1600.57,2691.6588832487314
C5,NC,453.55,1327.31,2521.925826086957
C5,NC,476.1,1614.45,2726.5345454545454
C5,NC,424.71,1971.81,2880.348
C5,NC,508.89,1648.77,2669.118059701493
C5,NC,515.33,1632.24,2712.082137931034
C5,NC,387.93,1700.92,2755.4958666666666
C5,NC,518.32,1581.57,2669.1179439252337
C5,NC,456.08,1410.99,2635.457037037037
C5,NC,481.12,1643.17,2666.9029914529915
C5,NC,450.99,1407.99,2667.3390144230766
C5,NC,435.03,1578.28,2728.0796
C5,NC,439.52,1598.72,2772.2799999999997
C5,NC,442.64,1536.22,2717.540463917526
C5,NC,443.05,1725.75,2805.17324137931
C5,NC,473.94,1502.84,2689.085454545455
C5,NC,491.15,1324.54,2667.6462903225806
C5,NC,462.02,1900.74,2810.201609195402
C5,NC,495.99,1512.95,2606.624825174825
C5,NC,528.28,1464.08,2537.1891189427315
C5,NC,392.29,1513.06,2798.4867901234566
C5,NC,442.28,1515.76,2717.1030000000005
C5,NC,490.89,1498.49,2579.254325581395
C5,NC,474.53,1639.28,2629.7627692307697
C5,NC,442.86,1361.37,2631.806951672863
C5,NC,435.49,1663.56,2656.7908108108104
C5,NC,634.35,1477.52,2496.5795238095234
C5,NC,443.19,1416.87,2692.793876811594
C5,NC,506.53,1531.65,2722.4129411764707
C5,NC,399.33,1897.17,2810.876546391753
C5,NC,441.18,1417.05,2581.278617021276
C5,NC,495.31,1396.71,2612.7596491228073
C5,NC,465.56,1600.03,2636.255229357798
C5,NC,461.26,1765.89,2662.235714285714
C5,NC,474.86,1604.72,2713.709036144578
C5,NC,507.66,1306.63,2473.098717948718
C5,NC,523.67,1541.59,2587.8624137931038
C5,NC,413.19,1621.75,2709.55981981982
C5,NC,461.06,1353.88,2606.0219211822664
C5,NC,448.0,1301.4,2520.7503164556965
C5,NC,506.79,1926.39,2787.383088235294
C5,NC,479.33,1395.02,2586.9560784313726
C5,NC,534.0,1481.69,2650.6977669902913
C5,NC,490.79,1375.3,2681.536210526316
C5,NC,480.54,1601.21,2627.678536585366
C5,NC,457.63,1649.2,2621.827340425532
C5,NC,422.78,1146.57,2500.5960869565215
C5,NC,487.97,1537.42,2625.1398540145988
C5,NC,423.13,1407.93,2632.3681220657277
C5,NC,463.01,1383.12,2584.7715384615385
C5,NC,493.69,1295.99,2576.263510638298
C5,NC,498.3,1459.62,2568.4801195219125
C5,NC,474.72,1605.55,2745.7411578947367
C5,NC,491.35,1317.61,2596.659957264957
C5,NC,426.84,1504.12,2642.430744680851
C5,NC,583.65,1350.39,2394.56088607595
C5,NC,445.69,1302.08,2552.691333333333
C5,NC,486.16,1594.92,2658.3438571428565
C5,NC,466.75,1380.85,2607.3501234567902
C5,NC,489.6,1398.56,2496.2479569892475
C5,NC,457.17,1921.81,2818.5493
C5,NC,509.56,1572.3,2704.5367741935484
C5,NC,426.37,1478.88,2677.4380500000007
C5,NC,424.54,1410.58,2665.268263888889
C5,NC,474.02,1563.67,2645.4986725663716
C5,NC,423.71,1431.28,2704.7851041666668
C5,NC,466.56,1455.86,2614.4908727272727
C5,NC,513.59,1449.4,2567.6473333333333
C5,NC,480.93,1567.0,2673.6914285714283
C5,NC,467.91,1419.79,2672.9620666666665
C5,NC,479.27,1374.4,2678.3401360544217
C5,NC,474.52,1511.96,2738.2700000000004
C5,NC,460.57,1603.56,2809.507659574468
C5,NC,542.31,1489.72,2591.9533333333325
C5,NC,489.19,1913.29,2813.255875
C5,NC,452.99,1432.67,2677.3701052631577
C5,NC,336.92,1403.67,2576.351571428572
C5,NC,416.4,1532.93,2655.8508219178084
C5,NC,491.37,1605.13,2674.7072115384613
C5,NC,482.41,1595.84,2707.948454935622
C5,NC,459.57,1196.73,2664.854705882353
C5,NC,429.04,1344.32,2579.4168907563026
C5,NC,380.75,1626.87,2659.4488043478264
C5,NC,454.1,1464.0,2695.142142857143
C5,NC,528.45,1333.07,2615.7329565217397
C5,NC,468.46,1368.7,2642.5754298642532
C5,NC,403.04,1494.17,2645.2522463768114
C5,NC,514.91,1434.08,2706.2587922705316
C5,NC,444.1,1615.47,2678.10803030303
C5,NC,461.84,1420.57,2539.31078125
C5,NC,504.57,1398.72,2714.6956716417913
C5,NC,511.82,1718.5,2778.2465137614686
C5,NC,481.35,1316.8,2758.4189142857144
C5,NC,476.99,1292.83,2587.9295857988163
C5,NC,465.08,1841.83,2872.944615384615
C5,NC,509.33,1577.65,2536.703333333333
C5,NC,427.48,1476.13,2617.8081761006288
C5,NC,407.96,1351.08,2684.646447368421
C5,NC,451.53,2027.11,2959.9922413793106
C5,NC,491.66,1724.74,2696.043492063492
C5,NC,431.06,1314.25,2653.299835390947
C5,NC,456.0,1454.14,2717.9207563025216
C5,NC,519.61,1509.27,2569.5825490196075
C5,NC,496.22,1475.06,2706.142745098039
C5,NC,441.09,1448.38,2680.286174863388
C5,NC,375.34,1204.75,2519.6217355371905
C5,NC,461.94,1432.84,2725.547857142857
C5,NC,302.26,1182.96,2582.146571428572
C5,NC,462.58,1569.82,2793.5206097560977
C5,NC,439.01,1489.19,2700.3897767857147
C6,NC,423.51,1559.36,2491.7406451612906
C6,NC,438.37,1179.41,2434.824441087613
C6,NC,473.25,1212.41,2478.7703703703705
C6,NC,486.7,1305.52,2498.9382580645156
C6,NC,414.25,1369.2,2400.01568627451
C6,NC,409.9,1356.43,2573.38261682243
C6,NC,404.09,1406.05,2477.9617721518985
C6,NC,403.59,1330.2,2359.2212429378533
C6,NC,400.73,1364.37,2472.2136363636364
C6,NC,443.12,1407.32,2582.42101010101
C6,NC,481.25,1073.58,2707.740925925926
C6,NC,400.42,1348.67,2481.459195402299
C6,NC,404.66,1400.38,2484.0054474708177
C6,NC,384.15,1241.24,2319.434444444445
C6,NC,464.02,1407.29,2505.138723404255
C6,NC,453.31,1330.24,2383.9272307692304
C6,NC,441.45,1230.57,2531.5064583333333
C6,NC,422.71,1489.75,2544.481525423728
C6,NC,449.1,1561.5,2505.808775510204
C6,NC,457.89,1270.13,2353.7999999999997
C6,NC,498.63,1308.81,2284.2429473684206
C6,NC,436.22,1282.73,2358.152785714286
C6,NC,425.75,1395.26,2377.4116981132074
C6,NC,403.79,1176.0,2302.229696969697
C6,NC,430.27,1385.24,2519.1542647058823
C6,NC,382.32,1133.49,2489.246198347107
C6,NC,453.74,1404.69,2442.622
C6,NC,450.92,1257.36,2409.2656043956044
C6,NC,423.47,1240.19,2442.108085106383
C6,NC,456.73,1360.51,2327.7291836734694
C6,NC,426.47,1357.62,2512.7104739336496
C6,NC,444.31,1241.5,2538.078255033557
C6,NC,465.43,1258.39,2504.74424778761
C6,NC,477.18,1100.77,2394.1751282051277
C6,NC,482.23,1280.27,2515.818826530612
C6,NC,466.17,1299.92,2440.076373626374
C6,NC,497.16,1432.58,2494.900480769231
C6,NC,482.91,1317.38,2410.3330555555553
C6,NC,467.01,1378.67,2423.463846153846
C6,NC,394.23,1220.48,2458.239901960784
C6,NC,478.04,1430.43,2490.5680272108843
C6,NC,451.39,1265.01,2433.5390206185566
C6,NC,532.05,1301.57,2411.1647938144333
C6,NC,482.36,1265.08,2452.387777777778
C6,NC,388.45,1344.28,2301.892619047619
C6,NC,502.57,1434.88,2327.1135106382976
C6,NC,479.62,1412.56,2379.305430711611
C6,NC,432.56,1236.82,2449.0516666666667
C6,NC,410.9,1267.13,2444.266944444444
C6,NC,377.78,1117.49,2455.687551020408
C6,NC,394.65,1361.07,2428.264300518135
C6,NC,414.66,1330.05,2367.1972903225806
C6,NC,445.67,1021.95,2495.453505154639
C6,NC,449.72,1081.49,2460.7578021978024
C6,NC,377.15,1285.75,2475.437520661157
C6,NC,430.55,1304.92,2467.8088584474885
C6,NC,513.94,1302.56,2484.868421052631
C6,NC,400.16,1393.57,2469.984367816092
C6,NC,463.12,1197.11,2424.9016260162603
C6,NC,368.81,1477.84,2462.493026315789
C6,NC,433.62,1237.72,2513.931984126984
C6,NC,489.72,1283.96,2474.755789473684
C6,NC,528.18,1375.3,2327.973720930233
C6,NC,423.39,1492.05,2504.910109489051
C6,NC,440.45,1198.82,2400.5864601769913
C6,NC,432.93,1473.44,2419.483146067416
C6,NC,448.03,1233.63,2472.8228537170266
C6,NC,431.19,1774.25,2557.071875
C6,NC,414.59,1357.92,2457.83473015873
C6,NC,486.48,1345.51,2469.851695652174
C6,NC,478.35,1342.66,2393.8076608187134
C6,NC,470.55,1396.7,2545.3297520661163
C6,NC,489.9,1364.07,2447.5044366197185
C6,NC,380.68,1582.96,2476.355142857143
C6,NC,437.63,1417.61,2407.053670886076
C6,NC,468.66,1198.35,2420.4486470588236
C6,NC,477.57,1289.87,2453.705138121547
C6,NC,501.39,1096.25,2466.51196969697
C6,NC,440.88,1576.08,2456.4414792899406
C6,NC,462.26,1309.96,2470.4386098654704
C6,NC,456.16,1256.98,2529.764739336493
C6,NC,554.72,1264.29,2488.5207317073173
C6,NC,473.55,1306.59,2503.8097841726617
C6,NC,345.82,1248.71,2460.8190384615386
C6,NC,443.51,1265.0,2381.536405228758
C6,NC,491.78,1249.09,2536.6127906976744
C6,NC,483.5,1215.41,2424.976956521739
C6,NC,480.67,1395.14,2518.7566666666667
C6,NC,452.89,1313.89,2399.7077094972065
C6,NC,436.21,1339.79,2401.0524148606814
C6,NC,506.68,1402.98,2474.05126984127
C6,NC,471.92,1342.58,2402.5084971098263
C6,NC,444.29,1436.94,2421.4279047619048
C6,NC,465.63,1459.04,2435.686413793104
C6,NC,435.15,1413.92,2453.169601328904
C6,NC,420.24,1386.14,2352.6174468085105
C6,NC,414.89,1304.98,2538.9251396648046
C6,NC,454.42,1475.16,2407.6887640449436
C6,NC,480.22,1547.66,2643.5182258064515
C6,NC,444.22,1237.88,2469.8961071428566
C6,NC,393.5,1615.27,2370.8405263157892
C6,NC,403.91,1266.24,2442.814542682927
C6,NC,438.69,1284.2,2451.0428292682923
C6,NC,437.46,1222.96,2484.722272727273
C6,NC,466.78,1280.93,2468.4968888888884
C6,NC,496.71,1503.98,2410.273893129771
C6,NC,449.01,1354.91,2321.104230769231
