Talkers,Category,Noise,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
AS1,AS,NC,310.28149942065113,-25.399759105911627,148.70083298511628,-24.96173670696279,29.197978369195347,-17.521609027131625,-20.923444304986045,-35.422616310879995,-7.271165237190698,-11.089271766987443,0.8386643441293022,2.800562743231628,-8.665179438645584,18.22108148018419,-22.52673193486977
AS1,AS,NC,258.1323097176176,-48.414421225103446,164.86000961253916,-21.627450473260186,40.625403626047024,-38.51949638704389,-21.004422474071195,-32.48513498246081,-10.646411436405643,-11.79945639906301,-6.904251737247648,-5.353236337994042,-16.082521425658307,15.134554647719751,-13.511240985443575
AS1,AS,NC,320.458805227815,-42.87132876583333,118.52788208201112,-12.534671058777779,33.85896126589611,-27.704407756766663,-16.292752024889445,-23.493410875616664,-18.70365465783167,3.7968567209444446,11.775783712805556,2.6925455802222222,-15.67509186272222,13.356699378450001,-18.776195338267776
AS1,AS,NC,250.3144219522807,-65.62083762763938,121.54599956125536,-34.14666338596121,28.55386230524971,-16.1392738282924,-7.153510848747758,-26.155747465352242,-0.5327963923567253,-19.385603016292144,-7.290093928247564,15.40247229060234,-14.527481055329437,13.237580590697466,-23.526414076155554
AS1,AS,NC,303.0059581767901,-30.84249271363685,143.28757985844032,-15.723004216228395,39.94017695803066,-36.954218049530255,-28.8957099619321,-38.926177870220165,-30.843488651127984,-11.462836599137862,4.332118767454732,3.565664789712757,-7.164003712218108,20.754572251512553,-22.426367308520163
AS1,AS,NC,410.6596358795181,-22.228021952387554,107.1624540445221,-18.602655437469878,28.772111828601208,-28.01033378033735,-45.648083727520486,-23.17739170979598,-22.197428262405623,-30.816468058875504,10.360502906839358,3.54923710904016,-33.713708438774695,12.232530096770281,-21.3604387663253
AS1,AS,NC,245.1535015429749,-78.85263382092833,138.46107288573475,17.746253862057348,46.40257111336917,-36.78328257261649,-29.0338969937957,-26.9045363937957,-0.9540179593433681,-4.090055333505377,2.5143964312007165,10.855215653967742,-16.906972048817202,8.634363292429033,0.3987910166064516
AS1,AS,NC,274.8004727590253,-22.04385216008815,137.27441223221885,-13.942563635280141,45.744591672770326,-36.23139017285582,-45.592574907370924,-29.280314282597264,-11.908522776351875,-8.500556948737588,5.137618059958258,1.7703282923870316,-23.7026600962306,19.049491955646506,-5.935723203504082
AS1,AS,NC,281.4916770268292,-12.457341498585363,190.021715757561,-16.178697487317073,38.43452831612683,-28.904968681429267,-37.27322877636731,-25.26091053636781,-16.663210696541462,-20.070638802590242,-0.39133559833658543,3.8892975601336586,-17.335335035808782,16.852181968278053,-6.756421157290731
AS1,AS,NC,268.8783243730709,-48.80680027740158,125.18955186245408,-4.65551351395084,40.06416295226982,-1.2033476241217842,-10.047491374370471,-21.772552199654196,-8.6509403161629,-4.1558380725825455,11.374225570610234,11.339450218688976,-13.788591925765092,17.13136683787782,-11.38627073644807
AS1,AS,NC,354.0567534684581,-9.17801710140088,126.89769038158786,-31.755076541178415,24.103642209103747,-37.1089986216674,-22.94519025385022,-17.28647021400881,-6.204653985016079,-18.276796396968503,-8.185226453762336,-10.93769189355088,-20.784414572922028,19.659510655907486,-12.159407311051542
AS1,AS,NC,343.10082366359774,-12.34832599672794,123.28529479963235,-46.85837663514706,13.488464904599265,-39.94703187804044,-25.898255672389702,-21.52703128827941,-3.241658049213235,-36.16013955445956,-10.616978806283086,2.540346471604412,-34.289544720863965,16.840799014432978,-19.427912451066177
AS1,AS,NC,285.24139108981814,-2.2108790710045385,157.76457755227273,-13.477818021045453,27.626736818350004,-12.512297388643637,-15.470337405181818,-36.26352567973,-12.319513050804543,-13.228579375645454,-5.056724160959091,3.0853606796159085,-15.105546255345455,13.12590721424091,-19.256082976536362
AS1,AS,NC,298.6244031607955,-34.09104657858523,147.53598155511364,-57.21840915531818,6.870569595698864,-25.874490267526706,12.053567522511365,-18.573741526931816,-11.462376829442043,-19.29123360692898,-7.325014448119318,4.656740882642046,-18.61772213530625,21.838776837272732,-14.455563176585228
AS1,AS,NC,270.60312707303365,5.529281461191012,154.2781011247191,2.1166624296629224,58.67999527179775,-29.34013530364045,1.6798957190224717,-35.1391638150809,-24.64773848921348,-7.249787232606742,-5.800904308429214,-10.981087203337081,-18.9438774287191,9.295215224577527,-15.108026447623597
AS1,AS,NC,355.74026921565627,2.009298254375002,143.7190136066406,-22.98837629126953,40.34012301595703,-42.93798856887109,-51.598691246906256,-45.223827145828125,-22.97422345626172,-22.153119173554686,-4.397694206675782,-5.073648976655468,-18.955251662078126,23.83615308355039,-10.420878338357422
AS1,AS,NC,339.2945025590452,12.063548283638193,172.4028360909548,-28.748403061206034,25.867704116499993,-50.86944738736432,-49.78033490936684,-22.19717672581658,-15.036987038115578,-22.668373607077886,-17.98583440953015,-14.86758590848819,-14.383674733124874,24.60125479884422,-1.9887977096592973
AS1,AS,NC,334.3323825984966,-17.544111806070617,111.21769192860364,-31.50127514513597,16.761603677362185,-26.535263515417768,-15.596860772277905,-33.811753500276765,-10.452930827624147,-24.046230978485195,-7.374075772638361,-0.2688024728678822,-22.13448954384624,19.042803566406146,-18.901800914566056
AS1,AS,NC,340.16440343760814,-51.3979338370832,170.91203660381677,-30.87470492664122,22.493950020547075,-41.91297815609669,-48.126188119592875,-27.491279241491096,-12.929211659623409,-9.182232847826972,-1.6348364667860047,-11.78422113969771,-14.82554087488804,29.54957675418066,-16.200607322327226
AS1,AS,NC,346.65369941990747,6.199408681261576,126.40146066704862,-14.552407984849538,52.41365475151551,-45.333570335803245,-54.67411748006944,-44.12790268979167,-21.42387578661481,-23.752238055465508,-3.4892180866439815,-5.546487790439814,-26.073710032388657,21.696610316459957,-8.05504462814815
AS1,AS,NC,393.3786562375416,-30.331455505566446,102.35097779311128,-25.185788134739205,17.92103000789136,-26.099065624547347,-22.160258984844187,-19.606494301589702,-4.844575933556312,-23.79030839167774,-2.760718750605814,2.413715481605647,-23.390640917675082,20.96618537658234,-20.55842277611314
AS1,AS,NC,291.9269276974783,-13.46198787073913,184.70716336782613,-37.90855732637391,22.148266748473922,-45.97142932625608,-27.512887155699996,-28.04576639013478,1.049205954486957,-20.160295229886955,-18.470102623616956,-17.508123257070434,-5.716559104730435,20.189790944547653,-18.105971622156524
AS1,AS,NC,296.7605416851485,-5.8258572346496456,140.25325875019803,-11.754647360665063,22.011685785765348,-31.9964620159379,-30.441413916623763,-25.992150743642714,-9.252389078917114,-17.957374452116834,-5.6485661684280055,-2.106158524287128,-17.45898112658133,19.826720042616973,-8.414350754162658
AS1,AS,NC,334.9320485221429,-20.255637826333572,135.4416155292857,-0.4369417664714287,42.132025404000004,-39.819154652862146,-42.05412708657857,-13.604077241978572,-14.422166038092856,-8.567567469399998,7.677381162192858,-0.3728011834864292,-22.928798485999998,10.506932905795713,-15.702872075428571
AS1,AS,NC,327.5125972247993,-26.86702754457945,125.34701879393259,-20.826195327586355,27.480375432028893,-21.110092012600806,-30.4560688189565,-20.16231832012456,-10.551453180029855,-12.546309731552167,6.276031160948637,-7.447228639818137,-20.338602446728892,13.793597128634671,-16.41144520018138
AS1,AS,NC,260.5938431751948,-29.023202841168832,182.02668637383115,-34.7711174730974,41.50943400603896,-19.63521561403896,-54.29018989376623,-14.607494859943507,-7.302535916314935,-7.2121410201623375,-7.264003786792208,-0.49880285982948014,-18.447997968785714,16.47885181216234,-3.496004682645715
AS1,AS,NC,252.7031962631783,-50.30218695997054,168.39043230063953,-8.90900589812597,57.63253115553683,-33.16223091733547,-49.50836486986918,-46.602846496734486,-18.919644574974804,-7.317219416059496,-4.3810394359759695,-0.9701999371341088,-13.74029951902093,23.64033749136452,-0.9450889475232553
AS1,AS,NC,368.93233488857146,61.588548674642844,116.5194019892857,8.811478235219285,30.772231684064284,-11.955637719785715,-30.549966402457144,-34.278232219485716,-30.685549805147854,-32.2191944841,-1.7411616569357136,7.519467139414285,-16.084604563292856,9.25516942100714,-25.530175502035718
AS1,AS,NC,287.7478430635918,-41.0205494931519,137.87419018086075,-23.61309905184114,38.71423709090664,-30.672313451756654,-39.892388818479745,-44.822494432389234,-20.260545091276896,-21.936860292429273,-1.8518887109531645,-0.6804886762158232,-19.190501064267245,21.71461818005538,-17.04731828799967
AS1,AS,NC,382.5978012180919,-21.219696282932862,121.3621766707774,-15.542047142754061,24.95640524428975,-14.654844385426502,-7.451916730763252,-48.93974891971732,-17.10700278974205,-19.932334044441696,1.8351070523777384,-6.367930140614841,-30.70076649683392,22.92670829093922,-21.376001327367494
AS1,AS,NC,249.95633873911788,-14.265004318960784,121.27609226029413,5.6048816404453445,50.663575076598036,-17.83955347729412,-21.739037040225494,-31.37313011817892,-14.173774952747499,-5.799235722411275,6.083252676365197,-6.8201523492037746,-15.771880312413725,18.54623010394755,-3.479203672044609
AS1,AS,NC,276.6677694408638,-68.08669736192293,125.85214023586376,-25.767501676926248,39.030566050886875,-39.962325538295346,-38.422758788591366,-35.212418528843855,-18.62564612598799,-19.206626013651498,4.935666878858306,-1.2599959709966784,-15.434830761212458,20.670898071784137,-13.069685662538207
AS1,AS,NC,293.3477748523925,-32.21672634980073,132.27179742658615,-20.043265208408517,35.46797331326488,-31.60583569302345,-37.47030787481021,-12.84420631352746,-5.251344093412758,-20.092573223907774,-1.9172515623171322,3.0104545111555296,-18.514360404457594,22.534533816967556,-3.9967545835623324
AS1,AS,NC,313.8030178761905,-46.831166891904765,129.5261264857143,-2.3818718098095237,41.683987696866666,-39.38667444521905,-26.671333336142855,-25.69450538401905,-6.571277903619047,3.5968910502476197,10.277700252892382,3.468822697052382,-24.13562319269143,11.592491442848667,-10.008442115971429
AS1,AS,NC,317.26089515066826,-82.29267382719094,107.60071209326968,-48.197523045004765,4.948979989439141,-41.518535702285675,-25.185610323040816,-18.87955459508365,7.802195932492602,-22.963670765487112,-6.722717677600716,11.707946519821002,-22.933084809034604,23.97304402933628,-5.45580762543198
