Talker,Category,distance_SSN
AS4,AS,172.82461224271592
AS4,AS,106.6550416819734
AS4,AS,79.79718489236242
AS4,AS,73.48071806750502
AS4,AS,50.25292035451182
AS4,AS,125.99464878468962
AS4,AS,50.34768985092557
AS4,AS,41.30110713458832
AS4,AS,51.944787920969674
AS4,AS,84.56537178193766
AS4,AS,23.72119696905649
AS4,AS,45.659645072581746
AS4,AS,30.40761905851942
AS4,AS,51.228588814034964
AS4,AS,69.06718088139107
AS4,AS,36.12888921180056
AS4,AS,69.88507239718975
AS4,AS,42.9041804929426
AS4,AS,63.44547718716161
AS4,AS,92.49154255046481
AS4,AS,70.57405494110364
AS4,AS,56.1900758708905
AS4,AS,33.04812439107321
AS4,AS,64.1984013685699
AS4,AS,92.85864138948855
AS4,AS,35.809201705249805
AS4,AS,51.48306329757591
AS4,AS,59.028147321975794
AS4,AS,42.11038087453711
AS4,AS,115.27876722840334
AS4,AS,41.04173375396004
AS4,AS,41.78553213486988
AS4,AS,83.06914045155105
AS4,AS,63.50425125775052
AS4,AS,43.91170918810694
AS4,AS,66.03539821604022
AS4,AS,37.62064160292983
AS4,AS,52.37815005671261
AS4,AS,72.11187946115332
AS4,AS,23.570466476267313
AS4,AS,107.86625956423688
AS4,AS,60.286632301965895
AS4,AS,55.50729389334004
AS4,AS,92.8434835583476
AS4,AS,49.65001862230103
AS4,AS,56.755205697821715
AS4,AS,49.17843731673634
AS4,AS,60.29986301185868
AS4,AS,34.7372288760295
AS4,AS,62.66252235908427
AS4,AS,52.636335081126894
AS4,AS,41.16830133600602
AS4,AS,30.098067929058843
AS4,AS,52.180991038019165
AS4,AS,52.62773022149916
AS4,AS,22.659836478267295
AS4,AS,33.45097559979507
AS5,AS,85.6231373952088
AS5,AS,40.84936921355771
AS5,AS,98.58740362888497
AS5,AS,53.350362676515
AS5,AS,63.32462247665485
AS5,AS,94.57301636471695
AS5,AS,164.58492136151366
AS5,AS,37.76456742518461
AS5,AS,109.09509469187397
AS5,AS,48.58041199498628
AS5,AS,63.56821337328483
AS5,AS,60.8355257612939
AS5,AS,52.98922365845312
AS5,AS,65.25732615918712
AS5,AS,28.344103643908717
AS5,AS,104.92403432418585
AS5,AS,98.4083475055524
AS5,AS,121.49281752847588
AS5,AS,52.135492269151506
AS5,AS,88.4199001080379
AS5,AS,97.78419535827764
AS5,AS,56.614055270251235
AS5,AS,42.91278454338205
AS5,AS,74.51381732893849
AS5,AS,85.76909262028454
AS5,AS,43.059498007521995
AS5,AS,88.32642329034309
AS5,AS,57.406009989763795
AS5,AS,42.37378507509752
AS5,AS,53.629649197987455
AS5,AS,40.924002017953754
AS5,AS,120.24261906180115
AS5,AS,179.94541139284397
AS5,AS,58.16457067022238
AS5,AS,130.26846535650768
AS5,AS,87.4794819813235
AS5,AS,77.57231612910338
AS5,AS,90.47927665085581
AS5,AS,101.32611952025327
AS5,AS,170.37630076246526
AS5,AS,52.32339915075696
AS5,AS,89.19405274668574
AS5,AS,80.586855512958
AS5,AS,43.43731889556956
AS5,AS,49.626316986699784
AS5,AS,125.77712048987007
AS5,AS,97.42875071604116
AS5,AS,68.80288362176408
AS5,AS,37.5718695987504
AS5,AS,56.079338195808006
AS5,AS,84.61055326368155
AS5,AS,34.67564373202
AS5,AS,99.3095334742311
AS5,AS,46.83221260848809
AS5,AS,39.135495704984464
AS5,AS,76.93946839982725
AS5,AS,132.94275141447227
AS5,AS,55.72706718122793
AS5,AS,69.04334174864361
AS5,AS,70.68756642468469
AS5,AS,93.49460677497429
AS5,AS,125.75770409093292
AS5,AS,84.52381285460854
AS5,AS,67.91371905688582
AS5,AS,86.17634921766789
AS5,AS,126.96884708907731
AS5,AS,46.45049856361976
AS5,AS,87.71666407052618
AS5,AS,123.88822707543656
AS5,AS,70.01095374309769
AS5,AS,86.40301423008815
AS5,AS,68.4075069580349
AS5,AS,64.61453173632981
AS5,AS,40.8878081573608
AS5,AS,69.70302592696841
AS5,AS,51.83815645868532
AS5,AS,51.2040986562743
AS5,AS,77.27075570287604
AS5,AS,57.21116494555108
AS5,AS,148.11027282795447
AS5,AS,76.87434522469853
AS5,AS,84.91936704684761
AS5,AS,118.56920841888493
AS5,AS,78.5953476931543
AS5,AS,164.02081627456096
AS5,AS,75.11617256405769
AS5,AS,65.95510648326979
AS5,AS,74.24320294200899
AS5,AS,48.20003779236516
AS5,AS,60.762349618361796
AS5,AS,79.53294515134806
AS5,AS,107.0903455734939
AS5,AS,108.02620540445345
AS5,AS,66.54334760960752
AS5,AS,95.36258477275997
AS6,AS,110.60786854982406
AS6,AS,61.06528401023138
AS6,AS,62.626540210551354
AS6,AS,86.78812274883678
AS6,AS,38.24417575913908
AS6,AS,51.71820292502272
AS6,AS,73.2618435956285
AS6,AS,66.78468659492506
AS6,AS,101.26870561112334
AS6,AS,64.90566033178294
AS6,AS,130.49376658003004
AS6,AS,90.92254075317058
AS6,AS,76.07534972785497
AS6,AS,50.874690760254
AS6,AS,83.44268035162521
AS6,AS,110.0339643242115
AS6,AS,39.746355948909375
AS6,AS,49.398442931928145
AS6,AS,76.47853009319263
AS6,AS,71.22953325676649
AS6,AS,89.38062712633143
AS6,AS,77.75972399934244
AS6,AS,145.95886005128864
AS6,AS,113.11148746505519
AS6,AS,61.43677817326901
AS6,AS,74.41753824547753
AS6,AS,114.71378409625815
AS6,AS,142.11054227803004
AS6,AS,57.08118911722574
AS6,AS,75.44823676329408
AS6,AS,82.08228460322717
AS6,AS,69.94318866313884
AS6,AS,68.22317772500963
AS6,AS,107.89650521892817
AS6,AS,89.38718472348202
AS6,AS,103.47730348503195
AS6,AS,94.12039012798722
AS6,AS,143.11347769833523
AS6,AS,31.766147178034668
AS6,AS,98.24695517791888
AS6,AS,72.5288551466566
AS6,AS,71.63455602292395
AS6,AS,93.34278627339373
AS6,AS,81.27990850734285
AS6,AS,86.00081959527411
AS6,AS,129.42798081419417
AS6,AS,62.43711399092732
AS6,AS,60.07719660889244
AS6,AS,56.34907356907299
AS6,AS,125.5912015085804
AS6,AS,64.67331622313732
AS6,AS,78.08558361135026
AS6,AS,129.2107005540871
AS6,AS,77.18571212926406
AS6,AS,91.93248689749579
AS6,AS,51.74909586283516
AS6,AS,112.02102817274825
AS6,AS,70.47188866051525
AS6,AS,49.1896379065361
AS6,AS,112.19336592018487
AS6,AS,48.2344074001441
AS6,AS,65.74433346583739
AS6,AS,54.07072906520464
AS6,AS,45.61659233973369
AS6,AS,97.99874975980148
AS6,AS,105.34566697177569
AS6,AS,199.55344105992498
AS6,AS,78.17664736556135
AS6,AS,110.15172831831774
AS6,AS,172.90404754222556
AS6,AS,75.38533444158499
AS6,AS,77.39027147275215
AS6,AS,238.24379485350545
AS6,AS,92.55852780753138
AS6,AS,74.10955254184168
AS6,AS,70.81326722113069
AS6,AS,40.3688439329347
AS6,AS,85.47975917458882
AS6,AS,58.554302199091495
AS6,AS,125.02615874545467
AS6,AS,165.46016831583518
AS6,AS,116.94106623454172
AS6,AS,139.6893947937885
AS6,AS,74.83536231194446
AS6,AS,292.4573109762097
AS6,AS,120.78834538219934
AS6,AS,56.10979314544031
AS6,AS,55.69518515749356
AS6,AS,57.717243135780095
AS6,AS,110.60887085188476
AS6,AS,96.47428920653526
AS6,AS,63.229427397380256
AS6,AS,45.667789464025056
AS6,AS,63.06762386678457
AS6,AS,73.68260169280018
AS6,AS,83.79705772861982
AS6,AS,46.397839167329074
AS6,AS,64.11296585822598
AS6,AS,121.76508510140626
AS6,AS,62.51598423886826
AS6,AS,94.05020934474435
AS6,AS,64.02967137566168
AS6,AS,102.06021218217995
AS6,AS,86.47681011875883
AS6,AS,62.83209831127236
AS6,AS,98.4946587034024
AS6,AS,86.8478934242571
AS6,AS,66.28498275439426
AS6,AS,59.6442557706821
AS6,AS,111.50182775554781
AS6,AS,81.71429060206285
AS6,AS,48.036859235675486
AS6,AS,157.07898566582625
AS6,AS,60.96784359242685
AS6,AS,154.43862307964136
AS6,AS,167.99684321095856
AS6,AS,71.23768004522839
AS6,AS,92.79107196362128
AS6,AS,205.7728017607222
AS6,AS,54.56420866311132
AS6,AS,93.41503272557814
AS6,AS,120.47726371605576
AS6,AS,126.43958621776325
AS6,AS,159.85208112196605
AS6,AS,143.9338094075463
AS6,AS,89.87186525879966
AS6,AS,96.73359873598457
AS6,AS,91.03714572599758
AS6,AS,75.6495252511503
AS6,AS,80.54721729953232
AS6,AS,60.083529158170634
AS6,AS,73.54851828613137
AS6,AS,103.3703743620011
AS6,AS,54.37451717978008
AS6,AS,69.66942655433972
AS6,AS,101.65454011523354
AS6,AS,91.27918652090115
AS6,AS,66.9647388365186
AS6,AS,85.31230874780287
AS6,AS,85.65156006776604
AS6,AS,172.53185838078736
AS6,AS,61.849364224280706
AS6,AS,93.4731250234626
AS6,AS,73.7340158041977
AS6,AS,147.36642164300355
AS6,AS,63.941215798760744
AS6,AS,63.08842524417273
AS6,AS,48.967864448704425
AS6,AS,87.04881477821492
AS6,AS,104.4525261174383
AS6,AS,90.19290259497785
AS6,AS,70.80055730391706
AS6,AS,99.59597097045534
AS6,AS,96.75321015224131
AS6,AS,129.02541463192549
AS6,AS,51.637258725302274
AS6,AS,65.99325673922829
