Talker,Noise,Rate
C4,NC,5.620937247737605
C4,NC,4.520037809336173
C4,NC,5.163055047043296
C4,NC,4.560024816461587
C4,NC,4.638004290942745
C4,NC,5.690506145359527
C4,NC,4.017334270320919
C4,NC,6.038309648035514
C4,NC,8.100661278471712
C4,NC,6.384337636679497
C4,NC,5.458534938674468
C4,NC,5.264540158533091
C4,NC,6.214418578434136
C4,NC,7.032269287640254
C4,NC,4.351496546431312
C4,NC,4.6696764629438885
C4,NC,6.827153804474031
C4,NC,5.010224948875256
C4,NC,5.0829875518672205
C4,NC,5.671296296296297
C4,NC,6.575873552363437
C4,NC,5.111502619500209
C4,NC,6.798307079993274
C4,NC,6.573804160593613
C4,NC,7.043153288401955
C4,NC,3.117489042838965
C4,NC,5.417690417690418
C4,NC,4.550807332766784
C4,NC,4.85426206410708
C4,NC,5.036232636365525
C4,NC,5.76599798274123
C4,NC,6.834560247965904
C4,NC,5.0648072190319935
C4,NC,4.634300126103406
C4,NC,6.22980346453356
C4,NC,6.292117567003974
C4,NC,4.682412344863385
C4,NC,5.290391720916841
C4,NC,5.937623219626663
C4,NC,5.801308473506042
C4,NC,5.1681706316653
C4,NC,5.669291338582677
C4,NC,6.022396212672978
C4,NC,4.289466005252407
C4,NC,5.620849265445764
C4,NC,4.752627913917167
C4,NC,5.666129371364496
C4,NC,5.215026213094722
C4,NC,6.424981181555497
C4,NC,5.739447312481021
C4,NC,4.940180131738137
C4,NC,6.299640020570253
C4,NC,5.657037303094053
C5,NC,6.302521008403362
C5,NC,5.933842942447142
C5,NC,4.627824386795319
C5,NC,6.005229042976197
C5,NC,4.305939788445891
C5,NC,6.58677818883706
C5,NC,6.388295368123711
C5,NC,5.396299680219278
C5,NC,3.7830696908348487
C5,NC,5.427140518154676
C5,NC,5.906144533133337
C5,NC,5.40990501559707
C5,NC,5.377720870678616
C5,NC,4.820849837954627
C5,NC,4.323476427984951
C5,NC,4.55937657503974
C5,NC,6.065667184092115
C5,NC,5.957245618182432
C5,NC,6.272017154234952
C5,NC,4.740236474381942
C5,NC,6.202905539815541
C5,NC,6.152153021049695
C5,NC,6.282946288645106
C5,NC,5.328017397607829
C5,NC,5.080889059574672
C5,NC,4.452090302372157
C5,NC,5.028776109791926
C5,NC,6.248425692695214
C5,NC,5.229077616274025
C5,NC,5.446616884227327
C5,NC,6.793619945963881
C5,NC,4.7398968185726575
C5,NC,5.471916618413434
C5,NC,6.280317932194641
C5,NC,6.038200862600124
C5,NC,6.564128007938477
C5,NC,6.043671579973201
C5,NC,6.086116478056859
C5,NC,7.050735450863356
C5,NC,6.030674072203989
C5,NC,6.186097256857855
C5,NC,4.859861146824376
C5,NC,6.513250810002493
C5,NC,7.173647824318829
C5,NC,5.947699427873763
C5,NC,6.493628185907046
C5,NC,6.149126782166138
C5,NC,6.738173817381738
C5,NC,7.825006900358819
C5,NC,6.726149622512011
C5,NC,6.594462958215842
C5,NC,8.32651519919441
C5,NC,5.492747235901661
C5,NC,5.270496374790853
C5,NC,6.531881804043546
C5,NC,5.566073457023855
C5,NC,6.633574007220217
C5,NC,7.252607837609248
C5,NC,6.059981449036381
C5,NC,6.458201661759492
C5,NC,4.308684364793568
C5,NC,5.275540314219635
C5,NC,6.74813098412976
C5,NC,5.58912991275114
C5,NC,5.196969696969697
C5,NC,7.255025125628141
C5,NC,4.527341997399259
C5,NC,5.921052631578948
C5,NC,5.09960013876463
C5,NC,7.731416549789621
C5,NC,8.224543080939949
C5,NC,6.939417781274587
C5,NC,5.389401177646928
C5,NC,4.607476440228179
C5,NC,4.660551234359147
C5,NC,6.016042780748663
C5,NC,4.471205839942321
C5,NC,4.999943311300325
C5,NC,5.531221055881446
C5,NC,5.638276947285602
C5,NC,4.666234607906675
C5,NC,5.958300006485225
C5,NC,7.275026807071567
C5,NC,4.222349882082603
C5,NC,5.700767858527883
C5,NC,6.733999389206405
C5,NC,4.257510177154902
C5,NC,6.161907257008122
C5,NC,4.389282586193168
C5,NC,5.8024619163182365
C5,NC,5.543089642843841
C5,NC,5.376213000438875
C5,NC,7.142857142857143
C5,NC,4.617537313432837
C5,NC,4.424512400674212
C5,NC,6.33056759782952
C5,NC,7.01657247594318
C5,NC,4.957682239388441
C5,NC,6.387337057728119
C5,NC,6.1961408767328585
C5,NC,6.432236763594415
C5,NC,4.384278897136797
C5,NC,8.0
C5,NC,5.440861983878928
C5,NC,5.237218692476694
C5,NC,5.103457853075962
C5,NC,6.0641181786037
C5,NC,4.205340114431023
C5,NC,5.826878292896428
C5,NC,3.292940498794615
C5,NC,4.964938239835306
C5,NC,5.2104918747955065
C5,NC,6.055197034189208
C5,NC,7.041353983713875
C5,NC,6.267053206002728
C5,NC,6.221198156682028
C5,NC,5.835608424336973
C5,NC,4.858092815510646
C5,NC,5.153374233128834
C5,NC,5.656493102541574
C5,NC,6.369334758369681
C5,NC,5.196733481811433
C5,NC,4.180094786729858
C5,NC,5.142257462686567
C5,NC,5.454310121667098
C6,NC,5.669291338582677
C6,NC,5.827167019027484
C6,NC,5.957044441442658
C6,NC,5.651728149214299
C6,NC,4.742862729761439
C6,NC,4.182870150810965
C6,NC,5.559290696697201
C6,NC,6.096867847432372
C6,NC,5.984645806676748
C6,NC,6.317825292790373
C6,NC,5.8237810997834245
C6,NC,5.836421386977237
C6,NC,7.011648982966409
C6,NC,5.551080006041992
C6,NC,7.226800262196835
C6,NC,6.787225856098499
C6,NC,7.288885498512473
C6,NC,5.683553088133241
C6,NC,5.340362321180612
C6,NC,5.6599737607666425
C6,NC,5.86176340274701
C6,NC,7.556869297005527
C6,NC,5.324952056253995
C6,NC,7.430497051390059
C6,NC,5.413136144856163
C6,NC,5.235616438356165
C6,NC,5.849064945399886
C6,NC,5.258710078805475
C6,NC,5.112687813021703
C6,NC,4.7368421052631575
C6,NC,7.441581057548227
C6,NC,5.979458323446663
C6,NC,6.00626503836201
C6,NC,6.569234334138834
C6,NC,6.391401852049611
C6,NC,7.143698642240745
C6,NC,7.090982178748492
C6,NC,5.185185185185185
C6,NC,5.909757366504281
C6,NC,6.367679334642485
C6,NC,6.250098420547061
C6,NC,6.256813871174898
C6,NC,6.454198260481713
C6,NC,4.72770154373928
C6,NC,3.628853084936557
C6,NC,4.985554578570532
C6,NC,5.774111675126904
C6,NC,5.5755890016381
C6,NC,5.092574771931175
C6,NC,6.915116035960694
C6,NC,4.704836415362731
C6,NC,5.1259201859744286
C6,NC,5.9313329909764505
C6,NC,4.411712782609719
C6,NC,5.45387088795449
C6,NC,6.227054504377295
C6,NC,4.860146796270581
C6,NC,5.775036184437246
C6,NC,5.359237459183566
C6,NC,9.250924901788778
C6,NC,4.789219073946096
C6,NC,5.212611920451523
C6,NC,4.633650882600167
C6,NC,7.1248052622468405
C6,NC,7.210051060190659
C6,NC,5.5974411697509705
C6,NC,6.281342915981697
C6,NC,4.442429737080689
C6,NC,6.406441218161489
C6,NC,4.766724314126248
C6,NC,5.689148046854843
C6,NC,6.175406092464131
C6,NC,6.0734506503443
C6,NC,5.937794533459001
C6,NC,6.797019494462043
C6,NC,6.099479607890596
C6,NC,7.115681845202711
C6,NC,7.278128481247679
C6,NC,7.4980163977783665
C6,NC,6.950592749948606
C6,NC,7.338910091417413
C6,NC,6.113452367749806
C6,NC,5.510698425514736
C6,NC,6.49312406136812
C6,NC,6.688375412614863
C6,NC,7.1175669541534266
C6,NC,7.117495158166559
C6,NC,6.888328890369876
C6,NC,6.319359307083605
C6,NC,5.71149363034827
C6,NC,6.565506184150252
C6,NC,5.679975755739071
C6,NC,5.502553077129804
C6,NC,5.032624456259062
C6,NC,4.723166472642608
C6,NC,7.983526057341993
C6,NC,6.3559322033898304
C6,NC,4.7574281839477255
C6,NC,7.667231712087626
C6,NC,6.348063912480208
C6,NC,3.4471437951411685
C6,NC,5.937844501855577
C6,NC,6.231999138650373
C6,NC,6.948164487159288
C6,NC,6.134737678855326
C6,NC,6.4569077122248935
C6,NC,5.91194162081507
C6,NC,4.4617563739376775
C6,NC,5.664012329822759
C6,NC,6.196668540187011
C6,NC,5.499376487926539
C6,NC,3.709498334510952
C6,NC,7.5239538121365985
C6,NC,5.497896213183731
C6,NC,6.228431071538225
C6,NC,7.066854688802
C6,NC,6.934398389835839
C6,NC,4.5094073804762775
C6,NC,6.354466858789626
C6,NC,5.633622892181911
C6,NC,5.278688524590164
C6,NC,5.943707741495886
C6,NC,5.162822061757185
C6,NC,6.361066235864297
C6,NC,5.612791725838
C6,NC,6.909717640849717
C6,NC,5.104722736681556
C6,NC,5.051546391752577
C1,SSN,6.058940715806828
C1,SSN,5.666666666666667
C1,SSN,5.128026233168213
C1,SSN,4.444444444444445
C1,SSN,5.174193952098619
C1,SSN,6.252044755610809
C1,SSN,4.50251483105494
C1,SSN,6.278198782250645
C1,SSN,5.82306338028169
C1,SSN,5.926622765757291
C1,SSN,7.753982487604177
C1,SSN,5.306368011847463
C1,SSN,7.016427349747424
C1,SSN,5.535009036749448
C1,SSN,5.768727653265893
C1,SSN,6.424557752341311
C1,SSN,6.998095756256801
C1,SSN,7.14430359240209
C1,SSN,5.683464764399364
C1,SSN,7.143391148325359
C1,SSN,6.005115271215942
C1,SSN,5.925295592977428
C1,SSN,6.796565389696169
C1,SSN,4.652073993143202
C1,SSN,5.613722432613054
C1,SSN,5.198596510692592
C1,SSN,5.714841092428808
C1,SSN,4.892389616152651
C1,SSN,3.408563920234967
C1,SSN,4.872319575743601
C1,SSN,6.383110706753236
C1,SSN,5.835906484340538
C1,SSN,6.199869772397668
C1,SSN,6.629983763305069
C1,SSN,5.80789604612368
C1,SSN,7.440055673885994
C1,SSN,5.982790030621342
C1,SSN,7.454562665656948
C1,SSN,5.015722218505386
C1,SSN,7.234251968503937
C1,SSN,6.559083810515356
C1,SSN,5.641353645772765
C1,SSN,5.598499167771602
C1,SSN,6.058762340287728
C1,SSN,8.446657728404519
C1,SSN,6.429196228982408
C1,SSN,5.516243165004825
C1,SSN,4.450843030159107
C1,SSN,5.18019734085108
C1,SSN,5.462705339787322
C1,SSN,5.466869276602552
C1,SSN,6.199361022364217
C1,SSN,3.657980230870257
C1,SSN,6.915597992751604
C1,SSN,5.759360593436157
C1,SSN,4.896907216494846
C1,SSN,4.430252583237658
C1,SSN,5.617629931576649
C1,SSN,4.673326362788595
C1,SSN,4.966904629886332
C1,SSN,5.991551800800355
C1,SSN,4.2740012792929
C1,SSN,5.0790618267550105
C1,SSN,4.986691717551276
C1,SSN,6.0344827586206895
C1,SSN,5.045661625512262
C1,SSN,7.179604063558219
C1,SSN,6.608721714371347
C1,SSN,5.926423651940199
C1,SSN,5.056812258938809
C1,SSN,4.587060536717287
C1,SSN,7.3171541082253
C1,SSN,6.272605356199455
C1,SSN,6.346693530977909
C1,SSN,6.042858279480537
C1,SSN,7.121517965280581
C1,SSN,7.095609267734554
C1,SSN,5.66714774322374
C1,SSN,5.934917772454445
C2,SSN,4.948199124808318
C2,SSN,5.725237782879633
C2,SSN,5.5991704932602575
C2,SSN,4.969244637696529
C2,SSN,6.06479537920352
C2,SSN,5.996908146175978
C2,SSN,5.690028901734104
C2,SSN,6.801409634559181
C2,SSN,6.213601352620702
C2,SSN,6.485929993136582
C2,SSN,5.700955447697171
C2,SSN,4.600075103266993
C2,SSN,5.554642833672866
C2,SSN,4.753691926269268
C2,SSN,5.662719360821801
C2,SSN,5.612115041995419
C2,SSN,7.143187708256201
C2,SSN,5.830248545742993
C2,SSN,4.900505607721432
C2,SSN,6.012195424237167
C2,SSN,5.793366882920026
C2,SSN,6.682406076780948
C2,SSN,6.746987951807229
C2,SSN,6.037971217330453
C2,SSN,5.337949065556309
C2,SSN,5.002646903123345
C2,SSN,4.833080424886192
C2,SSN,5.283414451516285
C2,SSN,3.687753480787724
C2,SSN,5.952220272641382
C2,SSN,5.627871362940275
C2,SSN,6.509661835748792
C2,SSN,6.448445855614973
C2,SSN,5.203908241291419
C2,SSN,6.254136333553938
C2,SSN,4.533538936006169
C2,SSN,5.668205608053222
C2,SSN,5.293058611722344
C2,SSN,5.211456933098956
C2,SSN,5.986056966630107
C2,SSN,4.231058761014923
C2,SSN,6.257538134090103
C2,SSN,6.033657135038993
C2,SSN,6.174308715435772
C2,SSN,6.1903425042111175
C2,SSN,5.770668727100521
C2,SSN,4.694485842026825
C2,SSN,4.834610669829279
C2,SSN,7.570295602018746
C2,SSN,7.40911859209946
C2,SSN,6.1407455012853465
C2,SSN,5.067324064305189
C2,SSN,4.046585494970884
C2,SSN,6.024780100255368
C2,SSN,6.075133280985247
C2,SSN,6.138397295685026
C2,SSN,6.193704237748356
C2,SSN,3.99178387411224
C2,SSN,5.829267706505804
C2,SSN,5.100493471779583
C2,SSN,6.290115532734276
C2,SSN,4.741974706159687
C2,SSN,5.74464094040163
C2,SSN,4.828180810444636
C2,SSN,6.108540875973072
C2,SSN,5.915379603725137
C2,SSN,7.73729457863033
C2,SSN,4.853872350343791
C2,SSN,7.142278727022432
C2,SSN,5.618844902792559
C2,SSN,7.381164918544967
C2,SSN,5.50488777237726
C2,SSN,7.07539601895329
C2,SSN,5.643909014896848
C2,SSN,5.615062628320415
C2,SSN,6.029296875
C2,SSN,6.855543896467296
C2,SSN,7.446808510638298
C2,SSN,5.408957106812448
C2,SSN,5.788617032447759
C2,SSN,5.285917129211308
C2,SSN,8.842105263157894
C2,SSN,5.127736620045845
C2,SSN,4.361658287315586
C2,SSN,5.588695880441374
C2,SSN,5.664144598570828
C2,SSN,6.379699098092426
C2,SSN,5.185117445718914
C2,SSN,6.375564573217543
C2,SSN,5.507416231171226
C2,SSN,6.790465631929047
C2,SSN,5.928090332805072
C2,SSN,6.538868883711078
C2,SSN,6.598984771573604
C2,SSN,4.732082760235287
C2,SSN,7.547861805912125
C2,SSN,4.41
C2,SSN,6.9005191266890025
C2,SSN,3.162999580694282
C2,SSN,5.2700457605876005
C2,SSN,4.960976290963257
C2,SSN,6.084157277535065
C2,SSN,6.355153654933891
C2,SSN,5.096792834440913
C2,SSN,5.71658197656331
C2,SSN,6.574169710263755
C2,SSN,4.641453831041257
C2,SSN,7.4558313843726225
C2,SSN,4.487096475811673
C2,SSN,6.158234918608362
C2,SSN,5.406465691623043
C2,SSN,6.686001017254196
C2,SSN,6.757527517898339
C2,SSN,5.003403675970048
C2,SSN,6.606370428627605
C2,SSN,5.189617049740798
C2,SSN,6.398258977149075
C2,SSN,6.04737637686798
C2,SSN,6.242480005662113
C2,SSN,6.928406466512702
C2,SSN,6.550802139037433
C2,SSN,5.399071296774024
C2,SSN,6.711795767657918
C2,SSN,5.433323606653049
C2,SSN,5.085918579171953
C2,SSN,6.460781153857424
C2,SSN,4.754409418258657
C2,SSN,5.711042720458285
C2,SSN,6.264946134722386
C2,SSN,3.6041189931350113
C2,SSN,4.301529757937347
C2,SSN,5.443369211020046
C2,SSN,4.975086960609194
C2,SSN,6.671485241713172
C2,SSN,5.849508277486878
C2,SSN,3.901734104046243
C2,SSN,4.255619228599424
C2,SSN,4.68214040704322
C2,SSN,5.165749092186951
C2,SSN,5.556881938641519
C2,SSN,5.2992069214131226
C2,SSN,5.941917830935699
C2,SSN,5.689588440201264
C3,SSN,6.178594627641282
C3,SSN,7.229350178138183
C3,SSN,5.711843332297171
C3,SSN,5.942339780161811
C3,SSN,6.008002065049045
C3,SSN,6.45044573434541
C3,SSN,6.451141018139262
C3,SSN,6.570677791623774
C3,SSN,5.365082173903426
C3,SSN,5.545641811779923
C3,SSN,6.01177817765418
C3,SSN,6.512674392341505
C3,SSN,6.398375015868986
C3,SSN,6.167832167832168
C3,SSN,6.520453425332676
C3,SSN,7.235663479787856
C3,SSN,6.96528413936886
C3,SSN,7.099071486523033
C3,SSN,5.515060563833208
C3,SSN,6.385813165490545
C3,SSN,5.189822769317674
C3,SSN,6.233881755871523
C3,SSN,5.771401462480983
C3,SSN,5.052703941338222
C3,SSN,6.877069238520225
C3,SSN,3.331318930352017
C3,SSN,6.067485295635126
C3,SSN,6.1070182241178745
C3,SSN,5.977229601518027
C3,SSN,6.9913994689072965
C3,SSN,6.8190252350321625
C3,SSN,5.265342324005322
C3,SSN,3.6957888120678817
C3,SSN,6.01080660078859
C3,SSN,5.492110539621654
C3,SSN,5.194958181175639
C3,SSN,6.528390025659583
C3,SSN,5.775275013095862
C3,SSN,6.297121315969843
C3,SSN,6.625743169281621
C3,SSN,4.426347978534053
C3,SSN,6.648221554178083
C3,SSN,6.083318006253449
C3,SSN,5.612244897959184
C3,SSN,6.1014336161914295
C3,SSN,7.195571955719557
C3,SSN,6.825431005477571
C3,SSN,6.201768418092007
C3,SSN,7.62382228368917
C3,SSN,6.006537728139471
C3,SSN,6.95827489481066
C3,SSN,7.015590200445434
C3,SSN,5.178630636604774
C3,SSN,6.3110964332893
C3,SSN,6.926960619320093
C3,SSN,5.313485804416404
C3,SSN,5.210533311672009
C3,SSN,4.762033312636666
C3,SSN,6.062897405052414
C3,SSN,6.839888328353823
C3,SSN,5.670352610162313
C3,SSN,5.814010975428881
C3,SSN,6.162876008804108
C3,SSN,5.7482351223683255
C3,SSN,5.982674082831063
C3,SSN,5.654680955230376
C3,SSN,6.512291854185419
C3,SSN,4.757418408296536
C3,SSN,6.13072820564669
C3,SSN,6.199741325985491
C3,SSN,5.120262306045393
C3,SSN,6.059190459179468
C3,SSN,5.615616762807044
C3,SSN,5.923120315899751
C3,SSN,7.288368532758081
C3,SSN,6.297960660357599
C3,SSN,6.263563953686555
C3,SSN,6.119400548517696
C3,SSN,6.076586789593016
C3,SSN,7.513896875599003
C3,SSN,7.008528897600254
C3,SSN,6.084646959401193
C3,SSN,6.572560040878896
C3,SSN,6.540787221905306
C3,SSN,6.347342585297861
C3,SSN,4.852152386191721
C3,SSN,6.253323407423163
