Talker,Noise,f0_median
C6,SSN,132.63
C6,SSN,168.88
C6,SSN,113.04
C6,SSN,148.71
C6,SSN,115.89
C6,SSN,178.96
C6,SSN,153.3
C6,SSN,141.58
C6,SSN,172.16
C6,SSN,151.52
C6,SSN,140.06
C6,SSN,116.63
C6,SSN,141.38
C6,SSN,139.0
C6,SSN,149.34
C6,SSN,159.5
C6,SSN,128.4
C6,SSN,142.21
C6,SSN,142.94
C6,SSN,110.22
C6,SSN,160.26
C6,SSN,145.82
C6,SSN,136.66
C6,SSN,110.78
C6,SSN,156.99
C6,SSN,162.94
C6,SSN,149.82
C6,SSN,149.88
C6,SSN,130.52
C6,SSN,142.91
C6,SSN,131.04
C6,SSN,133.06
C6,SSN,131.72
C6,SSN,162.21
C6,SSN,142.69
C6,SSN,146.64
C6,SSN,125.6
C6,SSN,149.3
C6,SSN,121.24
C6,SSN,134.52
C6,SSN,137.26
C6,SSN,136.77
C6,SSN,132.7
C6,SSN,153.25
C6,SSN,134.78
C6,SSN,134.78
C6,SSN,121.56
C6,SSN,141.73
C6,SSN,151.81
C6,SSN,152.85
C6,SSN,146.51
C6,SSN,121.59
C6,SSN,150.88
C6,SSN,141.19
C6,SSN,117.89
C6,SSN,130.93
C6,SSN,107.06
C6,SSN,141.56
C6,SSN,134.07
C6,SSN,157.21
C6,SSN,130.98
C6,SSN,118.66
C6,SSN,120.82
C6,SSN,135.62
C6,SSN,138.15
C6,SSN,138.85
C6,SSN,143.42
C6,SSN,139.16
C6,SSN,121.48
C6,SSN,125.99
C6,SSN,133.05
C6,SSN,122.93
C6,SSN,120.78
C1,Babble,155.82
C1,Babble,178.51
C1,Babble,181.42
C1,Babble,187.94
C1,Babble,168.45
C1,Babble,184.94
C1,Babble,186.54
C1,Babble,177.59
C1,Babble,190.47
C1,Babble,203.56
C1,Babble,200.69
C1,Babble,191.02
C1,Babble,194.2
C1,Babble,202.88
C1,Babble,195.31
C1,Babble,212.47
C1,Babble,174.2
C1,Babble,187.94
C1,Babble,193.0
C1,Babble,177.69
C1,Babble,200.81
C1,Babble,192.28
C1,Babble,216.89
C1,Babble,174.91
C1,Babble,192.53
C1,Babble,227.13
C1,Babble,193.67
C1,Babble,253.08
C1,Babble,192.16
C1,Babble,185.41
C1,Babble,205.46
C1,Babble,198.19
C1,Babble,207.94
C1,Babble,186.86
C1,Babble,179.42
C1,Babble,207.89
C1,Babble,195.98
C1,Babble,191.0
C1,Babble,202.22
C1,Babble,206.61
C1,Babble,200.34
C1,Babble,187.11
C1,Babble,182.26
C1,Babble,175.82
C1,Babble,195.63
C1,Babble,179.65
C1,Babble,198.45
C1,Babble,192.62
C1,Babble,155.63
C1,Babble,179.84
C1,Babble,187.1
C1,Babble,196.28
C1,Babble,186.38
C1,Babble,186.32
C1,Babble,183.39
C1,Babble,187.68
C1,Babble,198.9
C1,Babble,165.17
C1,Babble,195.49
C1,Babble,178.27
C1,Babble,175.04
C1,Babble,190.36
C1,Babble,187.76
C1,Babble,172.2
C1,Babble,166.22
C1,Babble,161.28
C1,Babble,178.86
C1,Babble,185.98
C1,Babble,177.29
C1,Babble,164.33
C1,Babble,162.12
C1,Babble,177.22
C1,Babble,181.49
C1,Babble,203.5
C1,Babble,188.18
C1,Babble,195.4
C1,Babble,193.27
C1,Babble,175.33
C1,Babble,188.26
C1,Babble,199.1
C1,Babble,193.58
C1,Babble,163.22
C1,Babble,191.28
C1,Babble,177.81
C1,Babble,208.81
C1,Babble,195.63
C1,Babble,189.68
C1,Babble,188.76
C1,Babble,185.18
C1,Babble,177.1
C1,Babble,199.84
C1,Babble,184.4
C1,Babble,167.98
C1,Babble,200.37
C1,Babble,198.13
C1,Babble,198.4
C1,Babble,198.43
C1,Babble,184.0
C1,Babble,187.21
C1,Babble,197.9
C1,Babble,187.18
C1,Babble,190.18
C1,Babble,217.25
C1,Babble,166.3
C1,Babble,211.24
C1,Babble,197.01
C1,Babble,184.93
C1,Babble,201.45
C1,Babble,192.35
C1,Babble,193.6
C1,Babble,185.26
C1,Babble,188.96
C1,Babble,205.51
C1,Babble,189.85
C1,Babble,179.17
C1,Babble,213.59
C1,Babble,188.54
C1,Babble,200.59
C1,Babble,196.81
C1,Babble,202.06
C1,Babble,196.36
C1,Babble,182.92
C1,Babble,206.36
C1,Babble,198.05
C1,Babble,207.03
C1,Babble,186.86
C1,Babble,209.53
C1,Babble,197.38
C1,Babble,192.08
C1,Babble,199.86
C1,Babble,193.47
C1,Babble,187.3
C1,Babble,188.32
C1,Babble,180.7
C1,Babble,192.85
C1,Babble,204.76
C1,Babble,181.43
C1,Babble,182.63
C1,Babble,177.13
C1,Babble,179.68
C1,Babble,192.96
C1,Babble,190.51
C1,Babble,198.75
C1,Babble,197.22
C1,Babble,207.37
C1,Babble,204.7
C1,Babble,182.98
C1,Babble,172.57
C1,Babble,191.53
C1,Babble,176.16
C1,Babble,180.65
C1,Babble,187.8
C1,Babble,186.29
C1,Babble,192.04
C1,Babble,195.94
C1,Babble,193.46
C1,Babble,192.61
C1,Babble,188.84
C2,Babble,106.84
C2,Babble,130.84
C2,Babble,127.64
C2,Babble,140.77
C2,Babble,121.52
C2,Babble,119.93
C2,Babble,122.74
C2,Babble,125.78
C2,Babble,138.72
C2,Babble,130.3
C2,Babble,111.56
C2,Babble,131.2
C2,Babble,110.48
C2,Babble,115.53
C2,Babble,125.1
C2,Babble,118.09
C2,Babble,128.24
C2,Babble,109.3
C2,Babble,120.38
C2,Babble,122.76
C2,Babble,119.16
C2,Babble,132.93
C2,Babble,120.71
C2,Babble,118.13
C2,Babble,124.33
C2,Babble,117.22
C2,Babble,110.37
C2,Babble,120.22
C2,Babble,107.4
C2,Babble,113.87
C2,Babble,115.47
C2,Babble,109.56
C2,Babble,136.46
C2,Babble,135.8
C2,Babble,133.92
C2,Babble,132.67
C2,Babble,130.5
C2,Babble,117.66
C2,Babble,141.38
C2,Babble,150.5
C2,Babble,137.88
C2,Babble,125.4
C2,Babble,109.41
C2,Babble,118.22
C2,Babble,106.54
C2,Babble,115.53
C2,Babble,121.65
C2,Babble,118.77
C2,Babble,122.39
C2,Babble,124.67
C2,Babble,114.57
C2,Babble,117.3
C2,Babble,108.09
C2,Babble,128.32
C2,Babble,116.62
C2,Babble,102.79
C2,Babble,144.46
C2,Babble,131.19
C2,Babble,121.42
C2,Babble,134.23
C2,Babble,134.19
C2,Babble,119.88
C2,Babble,115.82
C2,Babble,117.2
C2,Babble,136.19
C2,Babble,112.79
C2,Babble,117.06
C2,Babble,117.51
C2,Babble,135.41
C2,Babble,131.0
C2,Babble,130.34
C2,Babble,123.19
C2,Babble,149.36
C2,Babble,131.99
C2,Babble,118.34
C2,Babble,111.0
C2,Babble,126.44
C2,Babble,116.4
C2,Babble,111.66
C2,Babble,108.34
C2,Babble,119.66
C2,Babble,132.01
C2,Babble,131.7
C2,Babble,112.17
C2,Babble,120.38
C2,Babble,131.13
C2,Babble,141.63
C2,Babble,119.7
C2,Babble,117.68
C2,Babble,113.42
C2,Babble,120.74
C2,Babble,124.48
C2,Babble,126.2
C2,Babble,133.82
C2,Babble,175.34
C2,Babble,135.06
C2,Babble,115.21
C2,Babble,124.94
C2,Babble,136.94
C2,Babble,123.42
C2,Babble,125.32
C2,Babble,136.2
C2,Babble,123.32
C2,Babble,131.19
C2,Babble,124.78
C2,Babble,119.49
C2,Babble,127.55
C2,Babble,128.84
C2,Babble,127.84
C2,Babble,132.55
C2,Babble,116.49
C2,Babble,120.76
C2,Babble,112.86
C2,Babble,131.55
C2,Babble,137.56
C2,Babble,130.06
C2,Babble,113.1
C2,Babble,132.4
C2,Babble,125.83
C2,Babble,116.83
C2,Babble,122.74
C2,Babble,135.77
C2,Babble,118.85
C2,Babble,118.16
C2,Babble,108.78
C2,Babble,119.11
C2,Babble,111.0
C2,Babble,135.7
C2,Babble,123.82
C2,Babble,121.92
C2,Babble,132.55
C2,Babble,127.56
C2,Babble,162.78
C2,Babble,130.66
C2,Babble,120.22
C3,Babble,205.4
C3,Babble,265.62
C3,Babble,243.86
C3,Babble,185.82
C3,Babble,277.86
C3,Babble,204.36
C3,Babble,262.71
C3,Babble,229.92
C3,Babble,219.75
C3,Babble,237.28
C3,Babble,215.81
C3,Babble,258.23
C3,Babble,249.64
C3,Babble,272.9
C3,Babble,226.52
C3,Babble,269.23
C3,Babble,263.66
C3,Babble,247.1
C3,Babble,273.27
C3,Babble,222.23
C3,Babble,234.15
C3,Babble,257.74
C3,Babble,250.78
C3,Babble,255.75
C3,Babble,241.05
C3,Babble,262.86
C3,Babble,229.98
C3,Babble,214.59
C3,Babble,222.07
C3,Babble,237.02
C3,Babble,218.02
C3,Babble,265.61
C3,Babble,232.64
C3,Babble,256.33
C3,Babble,262.5
C3,Babble,245.2
C3,Babble,259.41
C3,Babble,212.52
C3,Babble,223.99
C3,Babble,260.01
C3,Babble,247.22
C3,Babble,221.57
C3,Babble,242.08
C3,Babble,299.2
C3,Babble,235.06
C3,Babble,251.67
C3,Babble,240.32
C3,Babble,245.92
C3,Babble,254.0
C3,Babble,259.48
C3,Babble,271.89
C3,Babble,257.38
C3,Babble,221.14
C3,Babble,221.91
C3,Babble,227.94
C3,Babble,254.08
C3,Babble,254.68
C3,Babble,240.15
C3,Babble,258.76
C3,Babble,237.36
C3,Babble,266.01
C3,Babble,255.71
C3,Babble,241.05
C3,Babble,236.08
C3,Babble,281.73
C3,Babble,244.0
C3,Babble,231.46
C3,Babble,227.2
C4,Babble,175.71
C4,Babble,186.82
C4,Babble,186.6
C4,Babble,215.35
C4,Babble,196.5
C4,Babble,184.56
C4,Babble,176.86
C4,Babble,180.11
C4,Babble,172.33
C4,Babble,204.36
C4,Babble,180.91
C4,Babble,186.97
C4,Babble,184.2
C4,Babble,172.22
C4,Babble,168.4
C4,Babble,172.08
C4,Babble,205.18
C4,Babble,187.9
C4,Babble,196.73
C4,Babble,213.14
C4,Babble,195.8
C4,Babble,180.54
C4,Babble,186.29
C4,Babble,194.78
C4,Babble,193.25
C4,Babble,199.94
C4,Babble,187.91
C4,Babble,181.84
C4,Babble,182.55
C4,Babble,159.36
C4,Babble,166.25
C4,Babble,200.72
C4,Babble,210.87
C4,Babble,179.2
C4,Babble,187.77
C4,Babble,182.15
C4,Babble,178.22
C4,Babble,243.1
C4,Babble,192.08
C4,Babble,178.12
C4,Babble,178.91
C4,Babble,198.16
C4,Babble,189.51
C4,Babble,196.53
C4,Babble,188.84
C4,Babble,188.66
C4,Babble,200.94
C4,Babble,187.16
C4,Babble,198.21
C4,Babble,193.88
C4,Babble,184.76
C4,Babble,173.7
C4,Babble,183.81
C4,Babble,202.03
C4,Babble,194.25
C4,Babble,203.54
C4,Babble,179.26
C4,Babble,189.68
C4,Babble,188.78
C4,Babble,182.64
C4,Babble,171.5
C4,Babble,206.12
C4,Babble,200.65
C4,Babble,197.91
C4,Babble,186.16
C4,Babble,173.79
C4,Babble,184.33
C4,Babble,184.81
C4,Babble,185.12
C4,Babble,207.64
C4,Babble,184.66
C4,Babble,172.2
C4,Babble,206.21
C4,Babble,184.6
C4,Babble,173.0
C4,Babble,185.38
C4,Babble,192.28
C4,Babble,189.32
C4,Babble,186.11
C4,Babble,177.73
C4,Babble,188.66
C4,Babble,179.61
C4,Babble,169.13
C4,Babble,178.97
C4,Babble,178.11
C4,Babble,179.3
C4,Babble,172.03
C4,Babble,167.71
C4,Babble,188.76
C4,Babble,188.86
C4,Babble,181.42
C4,Babble,183.86
C4,Babble,165.47
C4,Babble,189.98
C4,Babble,199.56
C4,Babble,204.18
C4,Babble,199.29
C4,Babble,190.84
C4,Babble,196.43
C4,Babble,190.14
C4,Babble,199.68
C4,Babble,179.25
C4,Babble,213.22
C4,Babble,191.9
C4,Babble,172.16
C4,Babble,189.08
C4,Babble,186.8
C4,Babble,191.39
C4,Babble,179.07
C4,Babble,180.86
C4,Babble,186.0
C4,Babble,190.11
C4,Babble,179.94
C4,Babble,190.76
C4,Babble,197.98
C4,Babble,166.3
C4,Babble,179.45
C4,Babble,176.72
C4,Babble,185.07
C4,Babble,187.26
C4,Babble,175.92
C4,Babble,199.02
C4,Babble,200.5
C4,Babble,177.5
C4,Babble,196.54
C4,Babble,179.26
C4,Babble,189.92
C4,Babble,199.04
C4,Babble,214.9
C4,Babble,186.86
C4,Babble,189.38
C4,Babble,171.13
C4,Babble,189.6
C4,Babble,188.63
C4,Babble,185.82
C4,Babble,174.13
C4,Babble,177.12
C4,Babble,212.0
C4,Babble,169.49
C4,Babble,182.82
C5,Babble,237.06
C5,Babble,236.64
C5,Babble,222.0
C5,Babble,212.87
C5,Babble,204.26
C5,Babble,234.13
C5,Babble,261.58
C5,Babble,233.75
C5,Babble,201.71
C5,Babble,202.85
C5,Babble,233.06
C5,Babble,200.42
C5,Babble,260.17
C5,Babble,267.88
C5,Babble,228.35
C5,Babble,189.87
C5,Babble,188.2
C5,Babble,243.75
C5,Babble,229.34
C5,Babble,228.15
C5,Babble,244.07
C5,Babble,219.51
C5,Babble,230.2
C5,Babble,233.35
C5,Babble,260.65
C5,Babble,218.22
C5,Babble,266.8
C5,Babble,233.32
C5,Babble,218.32
C5,Babble,250.07
C5,Babble,221.63
C5,Babble,251.62
C5,Babble,235.01
C5,Babble,223.55
C5,Babble,221.08
C5,Babble,224.55
C5,Babble,217.61
C5,Babble,246.77
C5,Babble,223.47
C5,Babble,203.42
C5,Babble,226.86
C5,Babble,248.25
C5,Babble,210.76
C5,Babble,221.63
C5,Babble,255.53
C5,Babble,227.17
C5,Babble,221.48
C5,Babble,199.34
C5,Babble,201.96
C5,Babble,216.9
C5,Babble,216.17
C5,Babble,208.69
C5,Babble,213.02
C5,Babble,223.02
C5,Babble,226.36
C5,Babble,216.76
C5,Babble,234.46
C5,Babble,203.88
C5,Babble,195.4
C5,Babble,226.31
C5,Babble,215.83
C5,Babble,275.2
C5,Babble,216.64
C5,Babble,227.32
C5,Babble,237.68
C5,Babble,222.39
C5,Babble,256.54
C5,Babble,226.7
C5,Babble,229.62
C5,Babble,230.68
C5,Babble,216.11
C5,Babble,233.55
C5,Babble,254.0
C5,Babble,206.54
C5,Babble,225.52
C5,Babble,203.78
C5,Babble,202.36
C5,Babble,242.84
C5,Babble,193.51
C5,Babble,214.26
C5,Babble,210.83
C5,Babble,223.92
C5,Babble,219.4
C5,Babble,214.3
C5,Babble,216.24
C5,Babble,224.23
C5,Babble,214.55
C5,Babble,214.91
C5,Babble,219.59
C5,Babble,228.05
C5,Babble,236.44
C5,Babble,228.36
C5,Babble,218.03
C5,Babble,221.86
C5,Babble,205.16
C5,Babble,261.87
C5,Babble,258.84
C5,Babble,258.62
C5,Babble,223.52
C5,Babble,223.18
C5,Babble,240.02
C5,Babble,211.47
C5,Babble,195.01
C5,Babble,219.76
C5,Babble,192.02
C5,Babble,201.07
C5,Babble,204.14
C5,Babble,234.9
C5,Babble,226.26
C5,Babble,209.93
C5,Babble,223.27
C5,Babble,212.61
C5,Babble,219.2
C5,Babble,224.4
C5,Babble,220.37
C5,Babble,205.44
C5,Babble,233.63
C5,Babble,238.21
C5,Babble,223.17
C5,Babble,223.12
C5,Babble,199.88
C5,Babble,235.83
C5,Babble,225.82
C5,Babble,209.32
C5,Babble,209.74
C5,Babble,217.78
C5,Babble,219.08
C5,Babble,252.22
C5,Babble,203.2
C5,Babble,275.73
C5,Babble,204.48
C5,Babble,221.28
C5,Babble,206.96
C5,Babble,227.53
C5,Babble,215.5
C5,Babble,220.22
C5,Babble,226.51
C5,Babble,214.34
C5,Babble,192.07
C5,Babble,217.2
C5,Babble,243.48
C5,Babble,203.78
C5,Babble,233.39
C5,Babble,209.28
C5,Babble,226.82
C5,Babble,204.77
C5,Babble,248.07
C5,Babble,230.94
C5,Babble,243.48
C5,Babble,205.54
C5,Babble,236.6
C6,Babble,121.16
C6,Babble,125.53
C6,Babble,143.89
C6,Babble,137.46
C6,Babble,151.66
C6,Babble,120.97
C6,Babble,145.27
C6,Babble,150.15
C6,Babble,133.95
C6,Babble,123.7
C6,Babble,118.86
C6,Babble,146.86
C6,Babble,136.36
C6,Babble,143.18
C6,Babble,156.32
C6,Babble,139.3
C6,Babble,120.72
C6,Babble,136.72
C6,Babble,130.52
C6,Babble,132.76
C6,Babble,123.17
C6,Babble,117.82
C6,Babble,99.73
C6,Babble,123.02
C6,Babble,140.04
C6,Babble,140.04
C6,Babble,135.41
C6,Babble,134.23
C6,Babble,132.48
C6,Babble,130.02
C6,Babble,130.06
C6,Babble,112.19
C6,Babble,126.42
C6,Babble,109.89
C6,Babble,137.61
C6,Babble,125.94
C6,Babble,133.84
C6,Babble,145.03
C6,Babble,136.24
C6,Babble,118.07
C6,Babble,144.78
C6,Babble,141.33
C6,Babble,123.37
C6,Babble,137.76
C6,Babble,127.03
C6,Babble,118.2
C6,Babble,131.3
C6,Babble,123.16
C6,Babble,126.96
C6,Babble,123.32
C6,Babble,161.04
C6,Babble,185.27
C6,Babble,152.15
C6,Babble,157.22
C6,Babble,130.91
C6,Babble,126.68
C6,Babble,140.23
C6,Babble,124.34
C6,Babble,125.48
C6,Babble,146.38
C6,Babble,128.48
C6,Babble,121.03
C6,Babble,120.01
C6,Babble,147.29
C6,Babble,137.3
C6,Babble,141.62
C6,Babble,124.93
C6,Babble,127.72
C6,Babble,135.68
C6,Babble,129.56
C6,Babble,121.29
C6,Babble,129.7
C6,Babble,126.83
C6,Babble,133.23
C6,Babble,135.15
C6,Babble,126.3
C6,Babble,140.99
C6,Babble,115.45
C6,Babble,130.52
C6,Babble,132.83
C6,Babble,141.42
C6,Babble,128.63
C6,Babble,137.4
C6,Babble,117.28
C6,Babble,134.74
C6,Babble,139.34
C6,Babble,136.86
C6,Babble,126.38
C6,Babble,138.98
C6,Babble,118.33
C6,Babble,126.87
C6,Babble,134.94
C6,Babble,124.99
C6,Babble,152.26
C6,Babble,131.11
C6,Babble,149.81
C6,Babble,138.07
C6,Babble,138.25
C6,Babble,124.08
C6,Babble,167.88
C6,Babble,143.63
C6,Babble,122.76
C6,Babble,113.43
C6,Babble,134.34
C6,Babble,135.51
C6,Babble,145.57
C6,Babble,136.44
C6,Babble,128.74
C6,Babble,116.44
C6,Babble,122.26
C6,Babble,161.2
C6,Babble,124.07
C6,Babble,144.4
C6,Babble,140.24
C6,Babble,149.73
C6,Babble,138.16
C6,Babble,161.49
C6,Babble,128.77
C6,Babble,138.92
C6,Babble,122.46
C6,Babble,127.56
C6,Babble,121.85
C6,Babble,133.68
C6,Babble,125.64
C6,Babble,151.36
C6,Babble,142.47
C6,Babble,126.1
C6,Babble,115.78
C6,Babble,121.14
C6,Babble,117.95
C6,Babble,130.99
C6,Babble,120.77
C6,Babble,117.07
C6,Babble,118.42
C6,Babble,132.86
C6,Babble,126.92
C6,Babble,138.97
C6,Babble,134.06
C6,Babble,142.12
C6,Babble,126.47
C6,Babble,128.82
C6,Babble,148.26
C6,Babble,116.24
C6,Babble,141.7
C6,Babble,132.64
C6,Babble,124.57
C6,Babble,142.49
C6,Babble,124.95
C6,Babble,147.32
C6,Babble,141.51
C6,Babble,145.93
C6,Babble,168.46
C6,Babble,145.62
C6,Babble,142.64
C6,Babble,151.93
C6,Babble,125.48
C6,Babble,157.41
C6,Babble,131.6
C6,Babble,123.52
C6,Babble,127.7
C6,Babble,141.98
C6,Babble,123.46
C6,Babble,103.57
C6,Babble,139.95
C6,Babble,129.9
C6,Babble,122.01
C6,Babble,115.2
C6,Babble,111.13
C6,Babble,119.02
C6,Babble,160.29
C6,Babble,144.2
C6,Babble,134.18
C6,Babble,132.88
C6,Babble,157.01
